pop1	pop2	pop3	pop4	f4	se	z	p	phase	description	usable
MAGHREB_T0	AFRICA_W_T0	IBERIA_T1	SICILY_T0	-0.00285496890661808	0.000140875077715889	-20.2659615377524	2.56893318816734e-91	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T1, SICILY_T0) [cross-layer]	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T1	SICILY_T1	-0.000742360199743226	6.61787267014803e-05	-11.2175050313656	3.34576786398442e-29	A	f4(MAGHREB_T0, Africa; IBERIA_T1, SICILY_T1)	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T1	SICILY_T1	-0.000742360199743226	6.61787267014803e-05	-11.2175050313656	3.34576786398442e-29	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T1, SICILY_T1) [cross-layer]	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T1	SICILY_T1	-0.000742360199743226	6.61787267014803e-05	-11.2175050313656	3.34576786398442e-29	A	f4(MAGHREB_T0, Africa; IBERIA_T1, SICILY_T1)	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T1	SICILY_T1	-0.000742360199743226	6.61787267014803e-05	-11.2175050313656	3.34576786398442e-29	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T1, SICILY_T1) [cross-layer]	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T1	SICILY_T2	-0.00244304411541081	0.000119770021187566	-20.3977931304269	1.74934078537331e-92	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T1, SICILY_T2) [cross-layer]	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T1	SICILY_T3	-0.00306295946491318	0.000147888672475246	-20.7112513328285	2.74239518031825e-95	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T1, SICILY_T3) [cross-layer]	PARTIAL
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	ANATOLIA_T0	0.000966514507469062	8.31739724305429e-05	11.6203961314482	3.24627551752861e-31	A	f4(MAGHREB_T0, Africa; IBERIA_T2, ANATOLIA_T0)	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	ANATOLIA_T0	0.000966514507469062	8.31739724305429e-05	11.6203961314482	3.24627551752861e-31	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, ANATOLIA_T0) [cross-layer]	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	ANATOLIA_T0	0.000966514507469062	8.31739724305429e-05	11.6203961314482	3.24627551752861e-31	A	f4(MAGHREB_T0, Africa; IBERIA_T2, ANATOLIA_T0)	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	ANATOLIA_T0	0.000966514507469062	8.31739724305429e-05	11.6203961314482	3.24627551752861e-31	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, ANATOLIA_T0) [cross-layer]	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	ANATOLIA_T1	0.00143041494703792	9.3025839574717e-05	15.3765335908528	2.3520746262378e-53	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, ANATOLIA_T1) [cross-layer]	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	ANATOLIA_T2	0.0012666283255108	9.57684234935792e-05	13.2259494236712	6.21474875684116e-40	A	f4(MAGHREB_T0, Africa; IBERIA_T2, ANATOLIA_T2)	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	ANATOLIA_T2	0.0012666283255108	9.57684234935792e-05	13.2259494236712	6.21474875684116e-40	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, ANATOLIA_T2) [cross-layer]	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	ANATOLIA_T2	0.0012666283255108	9.57684234935792e-05	13.2259494236712	6.21474875684116e-40	A	f4(MAGHREB_T0, Africa; IBERIA_T2, ANATOLIA_T2)	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	ANATOLIA_T2	0.0012666283255108	9.57684234935792e-05	13.2259494236712	6.21474875684116e-40	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, ANATOLIA_T2) [cross-layer]	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	BALKANS_T0	0.00166439364723549	9.72756628095291e-05	17.1100725419313	1.24843907215151e-65	A	f4(MAGHREB_T0, Africa; IBERIA_T2, BALKANS_T0)	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	BALKANS_T0	0.00166439364723549	9.72756628095291e-05	17.1100725419313	1.24843907215151e-65	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, BALKANS_T0) [cross-layer]	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	BALKANS_T0	0.00166439364723549	9.72756628095291e-05	17.1100725419313	1.24843907215151e-65	A	f4(MAGHREB_T0, Africa; IBERIA_T2, BALKANS_T0)	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	BALKANS_T0	0.00166439364723549	9.72756628095291e-05	17.1100725419313	1.24843907215151e-65	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, BALKANS_T0) [cross-layer]	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	BALKANS_T1	0.00198316704802379	0.000102744452574102	19.3019379473893	5.1732198049175e-83	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, BALKANS_T1) [cross-layer]	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	BALKANS_T2	-58.9008287284548	3.56943795775362	-16.5014294758952	3.58309014741221e-61	A	f4(MAGHREB_T0, Africa; IBERIA_T2, BALKANS_T2)	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	BALKANS_T2	-58.9008287284548	3.56943795775362	-16.5014294758952	3.58309014741221e-61	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, BALKANS_T2) [cross-layer]	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	BALKANS_T2	-58.9008287284548	3.56943795775362	-16.5014294758952	3.58309014741221e-61	A	f4(MAGHREB_T0, Africa; IBERIA_T2, BALKANS_T2)	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	BALKANS_T2	-58.9008287284548	3.56943795775362	-16.5014294758952	3.58309014741221e-61	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, BALKANS_T2) [cross-layer]	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	BALKANS_T4	-0.00123758763796339	0.000112750204874115	-10.9763670881587	4.96490908361821e-28	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, BALKANS_T4) [cross-layer]	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	EUROPE_CENTRAL_T0	0.002200374279586	0.000111332288565895	19.7640263029683	6.07593921818479e-87	A	f4(MAGHREB_T0, Africa; IBERIA_T2, EUROPE_CENTRAL_T0)	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	EUROPE_CENTRAL_T0	0.002200374279586	0.000111332288565895	19.7640263029683	6.07593921818479e-87	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, EUROPE_CENTRAL_T0) [cross-layer]	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	EUROPE_CENTRAL_T0	0.002200374279586	0.000111332288565895	19.7640263029683	6.07593921818479e-87	A	f4(MAGHREB_T0, Africa; IBERIA_T2, EUROPE_CENTRAL_T0)	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	EUROPE_CENTRAL_T0	0.002200374279586	0.000111332288565895	19.7640263029683	6.07593921818479e-87	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, EUROPE_CENTRAL_T0) [cross-layer]	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	EUROPE_CENTRAL_T1	0.00219422267845165	0.000109886240587517	19.9681294647996	1.04286292194959e-88	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, EUROPE_CENTRAL_T1) [cross-layer]	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	EUROPE_CENTRAL_T2	0.00205470859158817	0.000105902943065265	19.4018082228547	7.4504163169894e-84	A	f4(MAGHREB_T0, Africa; IBERIA_T2, EUROPE_CENTRAL_T2)	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	EUROPE_CENTRAL_T2	0.00205470859158817	0.000105902943065265	19.4018082228547	7.4504163169894e-84	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, EUROPE_CENTRAL_T2) [cross-layer]	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	EUROPE_CENTRAL_T2	0.00205470859158817	0.000105902943065265	19.4018082228547	7.4504163169894e-84	A	f4(MAGHREB_T0, Africa; IBERIA_T2, EUROPE_CENTRAL_T2)	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	EUROPE_CENTRAL_T2	0.00205470859158817	0.000105902943065265	19.4018082228547	7.4504163169894e-84	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, EUROPE_CENTRAL_T2) [cross-layer]	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	EUROPE_CENTRAL_T3	-0.00137158350667435	0.000122855961682914	-11.1641591330696	6.10662895122327e-29	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, EUROPE_CENTRAL_T3) [cross-layer]	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	EUROPE_CENTRAL_T4	-0.00084209650119451	8.45888941011895e-05	-9.95516622060517	2.39422440513429e-23	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, EUROPE_CENTRAL_T4) [cross-layer]	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	EUROPE_NW_T0	0.00219219911503095	0.000111032796576413	19.7437080090321	9.08590969059641e-87	A	f4(MAGHREB_T0, Africa; IBERIA_T2, EUROPE_NW_T0)	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	EUROPE_NW_T0	0.00219219911503095	0.000111032796576413	19.7437080090321	9.08590969059641e-87	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, EUROPE_NW_T0) [cross-layer]	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	EUROPE_NW_T0	0.00219219911503095	0.000111032796576413	19.7437080090321	9.08590969059641e-87	A	f4(MAGHREB_T0, Africa; IBERIA_T2, EUROPE_NW_T0)	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	EUROPE_NW_T0	0.00219219911503095	0.000111032796576413	19.7437080090321	9.08590969059641e-87	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, EUROPE_NW_T0) [cross-layer]	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	EUROPE_NW_T1	0.00219574256020025	0.000109851526466547	19.9882753642838	6.96621874105758e-89	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, EUROPE_NW_T1) [cross-layer]	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	EUROPE_NW_T2	0.00159746593651084	9.57027605347402e-05	16.691952537053	1.49984308235209e-62	A	f4(MAGHREB_T0, Africa; IBERIA_T2, EUROPE_NW_T2)	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	EUROPE_NW_T2	0.00159746593651084	9.57027605347402e-05	16.691952537053	1.49984308235209e-62	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, EUROPE_NW_T2) [cross-layer]	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	EUROPE_NW_T2	0.00159746593651084	9.57027605347402e-05	16.691952537053	1.49984308235209e-62	A	f4(MAGHREB_T0, Africa; IBERIA_T2, EUROPE_NW_T2)	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	EUROPE_NW_T2	0.00159746593651084	9.57027605347402e-05	16.691952537053	1.49984308235209e-62	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, EUROPE_NW_T2) [cross-layer]	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	EUROPE_NW_T3	-0.00131956280824207	0.000118265915477046	-11.1575917957375	6.57484802744482e-29	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, EUROPE_NW_T3) [cross-layer]	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	EUROPE_NW_T4	-0.000755591154501784	9.34545010599748e-05	-8.08512319825966	6.21013890658621e-16	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, EUROPE_NW_T4) [cross-layer]	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	GREECE_T0	-0.00151506052369053	0.000119571599154838	-12.6707389915277	8.59013050798786e-37	A	f4(MAGHREB_T0, Africa; IBERIA_T2, GREECE_T0)	PARTIAL
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	GREECE_T0	-0.00151506052369053	0.000119571599154838	-12.6707389915277	8.59013050798786e-37	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, GREECE_T0) [cross-layer]	PARTIAL
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	GREECE_T0	-0.00151506052369053	0.000119571599154838	-12.6707389915277	8.59013050798786e-37	A	f4(MAGHREB_T0, Africa; IBERIA_T2, GREECE_T0)	PARTIAL
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	GREECE_T0	-0.00151506052369053	0.000119571599154838	-12.6707389915277	8.59013050798786e-37	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, GREECE_T0) [cross-layer]	PARTIAL
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	GREECE_T1	0.000636838616597732	7.77952612750499e-05	8.1860849383377	2.69861305924345e-16	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, GREECE_T1) [cross-layer]	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	GREECE_T2	-0.00113340960473324	0.000104546146798187	-10.8412374768928	2.19481885173597e-27	A	f4(MAGHREB_T0, Africa; IBERIA_T2, GREECE_T2)	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	GREECE_T2	-0.00113340960473324	0.000104546146798187	-10.8412374768928	2.19481885173597e-27	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, GREECE_T2) [cross-layer]	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	GREECE_T2	-0.00113340960473324	0.000104546146798187	-10.8412374768928	2.19481885173597e-27	A	f4(MAGHREB_T0, Africa; IBERIA_T2, GREECE_T2)	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	GREECE_T2	-0.00113340960473324	0.000104546146798187	-10.8412374768928	2.19481885173597e-27	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, GREECE_T2) [cross-layer]	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	ITALY_T0	0.0017291979389042	9.7754440993246e-05	17.6892008315374	5.07906458198502e-70	A	f4(MAGHREB_T0, Africa; IBERIA_T2, ITALY_T0)	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	ITALY_T0	0.0017291979389042	9.7754440993246e-05	17.6892008315374	5.07906458198502e-70	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, ITALY_T0) [cross-layer]	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	ITALY_T0	0.0017291979389042	9.7754440993246e-05	17.6892008315374	5.07906458198502e-70	A	f4(MAGHREB_T0, Africa; IBERIA_T2, ITALY_T0)	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	ITALY_T0	0.0017291979389042	9.7754440993246e-05	17.6892008315374	5.07906458198502e-70	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, ITALY_T0) [cross-layer]	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	ITALY_T1	0.0011953719360439	8.70920244933715e-05	13.7253892419837	7.15438747486442e-43	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, ITALY_T1) [cross-layer]	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	ITALY_T2	-0.000651363599983233	8.44421033156632e-05	-7.71373017022435	1.22192677337733e-14	A	f4(MAGHREB_T0, Africa; IBERIA_T2, ITALY_T2)	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	ITALY_T2	-0.000651363599983233	8.44421033156632e-05	-7.71373017022435	1.22192677337733e-14	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, ITALY_T2) [cross-layer]	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	ITALY_T2	-0.000651363599983233	8.44421033156632e-05	-7.71373017022435	1.22192677337733e-14	A	f4(MAGHREB_T0, Africa; IBERIA_T2, ITALY_T2)	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	ITALY_T2	-0.000651363599983233	8.44421033156632e-05	-7.71373017022435	1.22192677337733e-14	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, ITALY_T2) [cross-layer]	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	ITALY_T3	-0.00154273845645778	0.00012544162068404	-12.2984576255086	9.23201610636519e-35	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, ITALY_T3) [cross-layer]	PARTIAL
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	ITALY_T4	-0.00154113332826952	0.000115598790490939	-13.3317426741617	1.5132109160273e-40	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, ITALY_T4) [cross-layer]	PARTIAL
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	LEVANT_T0	0.000855470596161034	9.0664368607049e-05	9.43557661410243	3.88849554738276e-21	A	f4(MAGHREB_T0, Africa; IBERIA_T2, LEVANT_T0)	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	LEVANT_T0	0.000855470596161034	9.0664368607049e-05	9.43557661410243	3.88849554738276e-21	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, LEVANT_T0) [cross-layer]	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	LEVANT_T0	0.000855470596161034	9.0664368607049e-05	9.43557661410243	3.88849554738276e-21	A	f4(MAGHREB_T0, Africa; IBERIA_T2, LEVANT_T0)	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	LEVANT_T0	0.000855470596161034	9.0664368607049e-05	9.43557661410243	3.88849554738276e-21	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, LEVANT_T0) [cross-layer]	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	LEVANT_T1	0.00103448770537971	8.4539590085085e-05	12.2367248804796	1.97856508823265e-34	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, LEVANT_T1) [cross-layer]	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	LEVANT_T2	-3.83008275104245e-05	8.2061646522834e-05	-0.466732379050756	0.640691360919308	A	f4(MAGHREB_T0, Africa; IBERIA_T2, LEVANT_T2)	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	LEVANT_T2	-3.83008275104245e-05	8.2061646522834e-05	-0.466732379050756	0.640691360919308	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, LEVANT_T2) [cross-layer]	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	LEVANT_T2	-3.83008275104245e-05	8.2061646522834e-05	-0.466732379050756	0.640691360919308	A	f4(MAGHREB_T0, Africa; IBERIA_T2, LEVANT_T2)	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	LEVANT_T2	-3.83008275104245e-05	8.2061646522834e-05	-0.466732379050756	0.640691360919308	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, LEVANT_T2) [cross-layer]	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	LEVANT_T3	-0.000915034163610438	0.000105432901009014	-8.67882942471828	3.99862874254744e-18	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, LEVANT_T3) [cross-layer]	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	MALTA_T1	-0.00167712896086937	0.00013198649293766	-12.706822672086	5.4191909960167e-37	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, MALTA_T1) [cross-layer]	PARTIAL
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	SARDINIA_T0	-0.000351248947861168	7.76059185872295e-05	-4.52605876272648	6.00938766064244e-06	A	f4(MAGHREB_T0, Africa; IBERIA_T2, SARDINIA_T0)	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	SARDINIA_T0	-0.000351248947861168	7.76059185872295e-05	-4.52605876272648	6.00938766064244e-06	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, SARDINIA_T0) [cross-layer]	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	SARDINIA_T0	-0.000351248947861168	7.76059185872295e-05	-4.52605876272648	6.00938766064244e-06	A	f4(MAGHREB_T0, Africa; IBERIA_T2, SARDINIA_T0)	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	SARDINIA_T0	-0.000351248947861168	7.76059185872295e-05	-4.52605876272648	6.00938766064244e-06	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, SARDINIA_T0) [cross-layer]	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	SARDINIA_T1	0.000907438021562893	8.43636030912407e-05	10.7562738943414	5.53636934482575e-27	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, SARDINIA_T1) [cross-layer]	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	SARDINIA_T2	-0.00134437031598886	0.000113593594747347	-11.8349130422274	2.57610352208538e-32	A	f4(MAGHREB_T0, Africa; IBERIA_T2, SARDINIA_T2)	PARTIAL
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	SARDINIA_T2	-0.00134437031598886	0.000113593594747347	-11.8349130422274	2.57610352208538e-32	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, SARDINIA_T2) [cross-layer]	PARTIAL
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	SARDINIA_T2	-0.00134437031598886	0.000113593594747347	-11.8349130422274	2.57610352208538e-32	A	f4(MAGHREB_T0, Africa; IBERIA_T2, SARDINIA_T2)	PARTIAL
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	SARDINIA_T2	-0.00134437031598886	0.000113593594747347	-11.8349130422274	2.57610352208538e-32	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, SARDINIA_T2) [cross-layer]	PARTIAL
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	SICILY_T0	-0.000856268605069774	9.56565618503672e-05	-8.95148841340556	3.5072092979006e-19	A	f4(MAGHREB_T0, Africa; IBERIA_T2, SICILY_T0)	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	SICILY_T0	-0.000856268605069774	9.56565618503672e-05	-8.95148841340556	3.5072092979006e-19	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, SICILY_T0) [cross-layer]	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	SICILY_T0	-0.000856268605069774	9.56565618503672e-05	-8.95148841340556	3.5072092979006e-19	A	f4(MAGHREB_T0, Africa; IBERIA_T2, SICILY_T0)	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	SICILY_T0	-0.000856268605069774	9.56565618503672e-05	-8.95148841340556	3.5072092979006e-19	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, SICILY_T0) [cross-layer]	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	SICILY_T1	0.00125634010180508	9.02027720560647e-05	13.9279544649051	4.2845128636493e-44	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, SICILY_T1) [cross-layer]	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	SICILY_T2	-0.000444343813862507	8.78451859608873e-05	-5.05826026778917	4.23098714658861e-07	A	f4(MAGHREB_T0, Africa; IBERIA_T2, SICILY_T2)	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	SICILY_T2	-0.000444343813862507	8.78451859608873e-05	-5.05826026778917	4.23098714658861e-07	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, SICILY_T2) [cross-layer]	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	SICILY_T2	-0.000444343813862507	8.78451859608873e-05	-5.05826026778917	4.23098714658861e-07	A	f4(MAGHREB_T0, Africa; IBERIA_T2, SICILY_T2)	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	SICILY_T2	-0.000444343813862507	8.78451859608873e-05	-5.05826026778917	4.23098714658861e-07	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, SICILY_T2) [cross-layer]	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T2	SICILY_T3	-0.00106425916336488	0.000107332071054412	-9.91557465452571	3.56200718212721e-23	A_cross	f4(MAGHREB_T0, Africa; IBERIA_T2, SICILY_T3) [cross-layer]	PARTIAL
MAGHREB_T0	AFRICA_W_T0	ITALY_T0	BALKANS_T0	-6.4804291668709e-05	4.69742181874818e-05	-1.37957147919023	0.167718623934652	C_route	f4(MAGHREB_T0, Africa; ITALY_T0, BALKANS_T0) [route via Italy]	YES
MAGHREB_T0	AFRICA_W_T0	ITALY_T0	BALKANS_T1	0.000253969109119592	4.54819589962263e-05	5.58395273037083	2.35112633331912e-08	C_route	f4(MAGHREB_T0, Africa; ITALY_T0, BALKANS_T1) [route via Italy]	YES
MAGHREB_T0	AFRICA_W_T0	ITALY_T0	BALKANS_T2	-58.9025579263937	3.56945747758072	-16.5018236794674	3.55977336446022e-61	C_route	f4(MAGHREB_T0, Africa; ITALY_T0, BALKANS_T2) [route via Italy]	YES
MAGHREB_T0	AFRICA_W_T0	ITALY_T0	BALKANS_T4	-0.00296678557686759	0.000144545664183753	-20.524901896027	1.29023536934582e-93	C_route	f4(MAGHREB_T0, Africa; ITALY_T0, BALKANS_T4) [route via Italy]	YES
MAGHREB_T0	AFRICA_W_T0	ITALY_T0	EUROPE_NW_T0	0.000463001176126754	4.97270291946316e-05	9.31085535624031	1.26806974330186e-20	C_route	f4(MAGHREB_T0, Africa; ITALY_T0, EUROPE_NW_T0) [route via Italy]	YES
MAGHREB_T0	AFRICA_W_T0	ITALY_T0	EUROPE_NW_T1	0.00046654462129605	4.66912165069394e-05	9.99212820310026	1.65000549484705e-23	C_route	f4(MAGHREB_T0, Africa; ITALY_T0, EUROPE_NW_T1) [route via Italy]	YES
MAGHREB_T0	AFRICA_W_T0	ITALY_T0	EUROPE_NW_T2	-0.000131732002393362	5.0629568141204e-05	-2.60187884727687	0.0092714598919533	C_route	f4(MAGHREB_T0, Africa; ITALY_T0, EUROPE_NW_T2) [route via Italy]	YES
MAGHREB_T0	AFRICA_W_T0	ITALY_T0	EUROPE_NW_T3	-0.00304876074714627	0.000151916905893088	-20.0686074352505	1.38840449791668e-89	C_route	f4(MAGHREB_T0, Africa; ITALY_T0, EUROPE_NW_T3) [route via Italy]	YES
MAGHREB_T0	AFRICA_W_T0	ITALY_T0	EUROPE_NW_T4	-0.00248478909340598	0.000127090676143999	-19.5513091030424	4.02070119284197e-85	C_route	f4(MAGHREB_T0, Africa; ITALY_T0, EUROPE_NW_T4) [route via Italy]	YES
MAGHREB_T0	AFRICA_W_T0	ITALY_T0	GREECE_T0	-0.00324425846259473	0.00014956419528381	-21.6914112126803	2.47284074741909e-104	C_route	f4(MAGHREB_T0, Africa; ITALY_T0, GREECE_T0) [route via Italy]	PARTIAL
MAGHREB_T0	AFRICA_W_T0	ITALY_T0	GREECE_T1	-0.00109235932230646	8.2077855087398e-05	-13.3088190614058	2.05707458759254e-40	C_route	f4(MAGHREB_T0, Africa; ITALY_T0, GREECE_T1) [route via Italy]	YES
