sample_id	custom_pop_label	group_id	region	layer	qc
R122.SG	ITALY_T0	Italy_Lazio_LateAntiquity_Roman	EUROPE_CONTROL	T0	PASS
R123.SG	ITALY_T0	Italy_Lazio_ImperialRoman_Roman	EUROPE_CONTROL	T0	PASS
R125.SG	ITALY_T0	Italy_Lazio_LateAntiquity_ImperialRoman_Roman	EUROPE_CONTROL	T0	PASS
R126.SG	ITALY_T0	Italy_Lazio_LateAntiquity_ImperialRoman_Roman	EUROPE_CONTROL	T0	PASS
R1283.SG	ITALY_T0	Italy_Lazio_Medieval_EarlyModern	EUROPE_CONTROL	T0	PASS
R1285.SG	ITALY_T0	Italy_Lazio_Medieval_EarlyModern	EUROPE_CONTROL	T0	PASS
R1286.SG	ITALY_T0	Italy_Lazio_Medieval_EarlyModern-oCentralEurope	EUROPE_CONTROL	T0	PASS
R1287.SG	ITALY_T0	Italy_Lazio_Medieval_EarlyModern	EUROPE_CONTROL	T0	PASS
R1288.SG	ITALY_T0	Italy_Lazio_Medieval_EarlyModern-oCentralEurope	EUROPE_CONTROL	T0	PASS
R1289.SG	ITALY_T0	Italy_Lazio_Medieval_EarlyModern-oIberian	EUROPE_CONTROL	T0	PASS
R128.SG	ITALY_T0	Italy_Lazio_LateAntiquity_ImperialRoman_Roman	EUROPE_CONTROL	T0	PASS
R1290.SG	ITALY_T0	Italy_Lazio_Medieval_EarlyModern	EUROPE_CONTROL	T0	PASS
R130.SG	ITALY_T0	Italy_Lazio_LateAntiquity_Roman	EUROPE_CONTROL	T0	PASS
R131.SG	ITALY_T0	Italy_Lazio_ImperialRoman_Roman	EUROPE_CONTROL	T0	PASS
R132.SG	ITALY_T0	Italy_Lazio_ImperialRoman_Roman-oAfrica	EUROPE_CONTROL	T0	PASS
R133.SG	ITALY_T0	Italy_Lazio_LateAntiquity_Roman	EUROPE_CONTROL	T0	PASS
R134.SG	ITALY_T0	Italy_Lazio_LateAntiquity_Roman	EUROPE_CONTROL	T0	PASS
R136.SG	ITALY_T0	Italy_Lazio_LateAntiquity_Roman	EUROPE_CONTROL	T0	PASS
R137.SG	ITALY_T0	Italy_Lazio_LateAntiquity_Roman	EUROPE_CONTROL	T0	PASS
R1543.SG	ITALY_T0	Italy_Lazio_LateAntiquity_ImperialRoman_Roman	EUROPE_CONTROL	T0	PASS
R1544.SG	ITALY_T0	Italy_Lazio_LateAntiquity_ImperialRoman_Roman	EUROPE_CONTROL	T0	PASS
R1545.SG	ITALY_T0	Italy_Lazio_LateAntiquity_ImperialRoman_Roman	EUROPE_CONTROL	T0	PASS
R1547.SG	ITALY_T0	Italy_Lazio_ImperialRoman_Roman-oLevant	EUROPE_CONTROL	T0	PASS
R1548.SG	ITALY_T0	Italy_Lazio_ImperialRoman_Roman	EUROPE_CONTROL	T0	PASS
R1549.SG	ITALY_T0	Italy_Lazio_ImperialRoman_Roman	EUROPE_CONTROL	T0	PASS
R1550.SG	ITALY_T0	Italy_Lazio_ImperialRoman_Roman-oLevant	EUROPE_CONTROL	T0	PASS
R1551.SG	ITALY_T0	Italy_Lazio_ImperialRoman_Roman-oAnatoliaCaucasus	EUROPE_CONTROL	T0	PASS
R15.SG	ITALY_T2	Italy_Abruzzo_Epigravettian	EUROPE_CONTROL	T2	PASS
R16.SG	ITALY_T2	Italy_Centro_Central_N	EUROPE_CONTROL	T2	PASS
R17.SG	ITALY_T2	Italy_Centro_Central_N	EUROPE_CONTROL	T2	PASS
R18.SG	ITALY_T2	Italy_Centro_Central_N	EUROPE_CONTROL	T2	PASS
R19.SG	ITALY_T2	Italy_Centro_Central_N	EUROPE_CONTROL	T2	PASS
R1_Italy.SG	ITALY_T1	Italy_Abruzzo_IA_a_ProtoVillanovan-o	EUROPE_CONTROL	T1	PASS
R22.SG	SARDINIA_T1	Italy_Sardinia_C_BA	EUROPE_CONTROL	T1	PASS
R24.SG	SARDINIA_T1	Italy_Sardinia_N-o	EUROPE_CONTROL	T1	PASS
R25.SG	SARDINIA_T1	Italy_Sardinia_EBA_Nuragic_Nuragic	EUROPE_CONTROL	T1	PASS
R26.SG	SARDINIA_T1	Italy_Sardinia_EBA	EUROPE_CONTROL	T1	PASS
R27.SG	SARDINIA_T1	Italy_Sardinia_C_BA	EUROPE_CONTROL	T1	PASS
R28.SG	SARDINIA_T1	Italy_Sardinia_EBA	EUROPE_CONTROL	T1	PASS
R29.SG	SARDINIA_T1	Italy_Sardinia_C_BA	EUROPE_CONTROL	T1	PASS
R2.SG	ITALY_T2	Italy_Abruzzo_N	EUROPE_CONTROL	T2	PASS
R30.SG	ITALY_T0	Italy_Lazio_LateAntiquity_Roman	EUROPE_CONTROL	T0	PASS
R31.SG	ITALY_T0	Italy_Lazio_LateAntiquity_Roman-3CentralEuropean	EUROPE_CONTROL	T0	PASS
R32.SG	ITALY_T0	Italy_Lazio_LateAntiquity_Roman	EUROPE_CONTROL	T0	PASS
R34.SG	ITALY_T0	Italy_Lazio_LateAntiquity_Roman	EUROPE_CONTROL	T0	PASS
R35.SG	ITALY_T0	Italy_Lazio_LateAntiquity_Roman	EUROPE_CONTROL	T0	PASS
R36.SG	ITALY_T0	Italy_Lazio_LateAntiquity_Roman	EUROPE_CONTROL	T0	PASS
R38.SG	ITALY_T0	Italy_Lazio_LateAntiquity_ImperialRoman_Roman	EUROPE_CONTROL	T0	PASS
R39.SG	ITALY_T0	Italy_Lazio_ImperialRoman_Roman	EUROPE_CONTROL	T0	PASS
R3.SG	ITALY_T2	Italy_Abruzzo_N	EUROPE_CONTROL	T2	PASS
R40.SG	ITALY_T0	Italy_Lazio_LateAntiquity_ImperialRoman_Roman	EUROPE_CONTROL	T0	PASS
R41.SG	ITALY_T0	Italy_Lazio_LateAntiquity_ImperialRoman_Roman	EUROPE_CONTROL	T0	PASS
R42.SG	ITALY_T0	Italy_Lazio_ImperialRoman_Roman-oLevant	EUROPE_CONTROL	T0	PASS
R435.SG	ITALY_T1	Italy_Lazio_IA_a_IA_c_Latini	EUROPE_CONTROL	T1	PASS
R436.SG	ITALY_T0	Italy_Lazio_ImperialRoman_Roman	EUROPE_CONTROL	T0	PASS
R437.SG	ITALY_T1	Italy_Lazio_IA_a_IA_c_Latini-oEastMediterranean	EUROPE_CONTROL	T1	PASS
R43.SG	ITALY_T0	Italy_Lazio_LateAntiquity_ImperialRoman_Roman	EUROPE_CONTROL	T0	PASS
R44.SG	ITALY_T0	Italy_Lazio_LateAntiquity_ImperialRoman_Roman	EUROPE_CONTROL	T0	PASS
R45.SG	ITALY_T0	Italy_Lazio_LateAntiquity_ImperialRoman_Roman-1	EUROPE_CONTROL	T0	PASS
R473.SG	ITALY_T1	Italy_Lazio_IA_b_Etruscan	EUROPE_CONTROL	T1	PASS
R474.SG	ITALY_T1	Italy_Lazio_IA_b_Etruscan	EUROPE_CONTROL	T1	PASS
R475.SG	ITALY_T1	Italy_Lazio_IA_b_Etruscan-oEastMediterranean	EUROPE_CONTROL	T1	PASS
R49.SG	ITALY_T0	Italy_Lazio_LateAntiquity_ImperialRoman_Roman	EUROPE_CONTROL	T0	PASS
R4.SG	ITALY_T1	Italy_Abruzzo_C	EUROPE_CONTROL	T1	PASS
R50.SG	ITALY_T0	Italy_Lazio_ImperialRoman_Roman	EUROPE_CONTROL	T0	PASS
R51.SG	ITALY_T0	Italy_Lazio_LateAntiquity_ImperialRoman_Roman	EUROPE_CONTROL	T0	PASS
R52.SG	ITALY_T0	Italy_Lazio_Medieval_EarlyModern	EUROPE_CONTROL	T0	PASS
R53.SG	ITALY_T0	Italy_Lazio_Medieval_EarlyModern	EUROPE_CONTROL	T0	PASS
R55.SG	ITALY_T0	Italy_Lazio_Medieval_EarlyModern-oCentralEurope	EUROPE_CONTROL	T0	PASS
R56.SG	ITALY_T0	Italy_Lazio_Medieval_EarlyModern	EUROPE_CONTROL	T0	PASS
R57.SG	ITALY_T0	Italy_Lazio_Medieval_EarlyModern	EUROPE_CONTROL	T0	PASS
R58.SG	ITALY_T0	Italy_Lazio_Medieval_EarlyModern	EUROPE_CONTROL	T0	PASS
R59.SG	ITALY_T0	Italy_Lazio_Medieval_EarlyModern	EUROPE_CONTROL	T0	PASS
R5_Italy.SG	ITALY_T1	Italy_Abruzzo_C	EUROPE_CONTROL	T1	PASS
R60.SG	ITALY_T0	Italy_Lazio_Medieval-oAegean	EUROPE_CONTROL	T0	PASS
R61.SG	ITALY_T0	Italy_Lazio_Medieval_EarlyModern-oCentralEurope	EUROPE_CONTROL	T0	PASS
R62.SG	ITALY_T0	Italy_Lazio_Medieval_EarlyModern-oCentralEurope	EUROPE_CONTROL	T0	PASS
R63.SG	ITALY_T0	Italy_Lazio_Medieval_EarlyModern-oIberian	EUROPE_CONTROL	T0	PASS
R64.SG	ITALY_T0	Italy_Lazio_Medieval_EarlyModern	EUROPE_CONTROL	T0	PASS
R65.SG	ITALY_T0	Italy_Lazio_Medieval_EarlyModern	EUROPE_CONTROL	T0	PASS
R66.SG	ITALY_T0	Italy_Lazio_ImperialRoman_Roman	EUROPE_CONTROL	T0	PASS
R67.SG	ITALY_T0	Italy_Lazio_ImperialRoman_Roman-oAnatoliaCaucasus	EUROPE_CONTROL	T0	PASS
R68.SG	ITALY_T0	Italy_Lazio_ImperialRoman_Roman-oAnatoliaCaucasus	EUROPE_CONTROL	T0	PASS
R69.SG	ITALY_T0	Italy_Lazio_ImperialRoman_Roman	EUROPE_CONTROL	T0	PASS
R6.SG	ITALY_T2	Italy_Abruzzo_N-oWHG	EUROPE_CONTROL	T2	PASS
R70.SG	ITALY_T0	Italy_Lazio_ImperialRoman_Roman-oLevant	EUROPE_CONTROL	T0	PASS
R71.SG	ITALY_T0	Italy_Lazio_ImperialRoman_Roman	EUROPE_CONTROL	T0	PASS
R72.SG	ITALY_T0	Italy_Lazio_ImperialRoman_Roman	EUROPE_CONTROL	T0	PASS
R73.SG	ITALY_T0	Italy_Lazio_ImperialRoman_Roman	EUROPE_CONTROL	T0	PASS
R75.SG	ITALY_T0	Italy_Lazio_ImperialRoman_Roman	EUROPE_CONTROL	T0	PASS
R76.SG	ITALY_T0	Italy_Lazio_ImperialRoman_Roman	EUROPE_CONTROL	T0	PASS
R78.SG	ITALY_T0	Italy_Lazio_ImperialRoman_Roman	EUROPE_CONTROL	T0	PASS
R7.SG	ITALY_T2	Italy_Abruzzo_Epigravettian	EUROPE_CONTROL	T2	PASS
R80.SG	ITALY_T0	Italy_Lazio_ImperialRoman_Roman-1	EUROPE_CONTROL	T0	PASS
R81.SG	ITALY_T0	Italy_Lazio_ImperialRoman_Roman	EUROPE_CONTROL	T0	PASS
R836.SG	ITALY_T0	Italy_Marche_ImperialRoman_Roman	EUROPE_CONTROL	T0	PASS
R850.SG	ITALY_T1	Italy_Lazio_IA_RomanRepublic-oEastMediterranean	EUROPE_CONTROL	T1	PASS
R851.SG	ITALY_T1	Italy_Lazio_IA_RomanRepublic	EUROPE_CONTROL	T1	PASS
R8_Italy.SG	ITALY_T2	Italy_Abruzzo_N	EUROPE_CONTROL	T2	PASS
R969.SG	ITALY_T0	Italy_Lazio_Medieval_EarlyModern	EUROPE_CONTROL	T0	PASS
R970.SG	ITALY_T0	Italy_Lazio_Medieval_EarlyModern-o	EUROPE_CONTROL	T0	PASS
R973.SG	ITALY_T0	Italy_Lazio_Medieval_EarlyModern	EUROPE_CONTROL	T0	PASS
R9.SG	ITALY_T2	Italy_Abruzzo_N	EUROPE_CONTROL	T2	PASS
R10467.SG	BALKANS_T0	Slovenia_VenetiaHistria_LateAntiquity_ImperialRoman	EUROPE_CONTROL	T0	PASS
R10469.SG	BALKANS_T0	Slovenia_VenetiaHistria_LateAntiquity_ImperialRoman	EUROPE_CONTROL	T0	PASS
R10471.SG	BALKANS_T0	Slovenia_VenetiaHistria_ImperialRoman	EUROPE_CONTROL	T0	PASS
R10473.SG	BALKANS_T0	Slovenia_VenetiaHistria_LateAntiquity_ImperialRoman	EUROPE_CONTROL	T0	PASS
R10474.SG	BALKANS_T0	Slovenia_VenetiaHistria_LateAntiquity_ImperialRoman-oEurope	EUROPE_CONTROL	T0	PASS
R10477.SG	BALKANS_T0	Slovenia_VenetiaHistria_ImperialRoman	EUROPE_CONTROL	T0	PASS
R10478.SG	BALKANS_T0	Slovenia_VenetiaHistria_LateAntiquity_ImperialRoman	EUROPE_CONTROL	T0	PASS
R10487.SG	IBERIA_T0	Portugal_LateAntiquity_ImperialRoman_Roman	IBERIA	T0	PASS
R10488.SG	IBERIA_T0	Portugal_LateAntiquity_ImperialRoman_Roman	IBERIA	T0	PASS
R10491.SG	IBERIA_T0	Portugal_LateRoman	IBERIA	T0	PASS
R10494.SG	IBERIA_T0	Portugal_LateRoman	IBERIA	T0	PASS
R10496.SG	IBERIA_T0	Portugal_LateRoman	IBERIA	T0	PASS
R10499.SG	IBERIA_T0	Portugal_LateAntiquity_ImperialRoman_Roman-oAfrica	IBERIA	T0	PASS
R10500.SG	IBERIA_T0	Portugal_LateAntiquity_ImperialRoman_Roman	IBERIA	T0	PASS
R10501.SG	IBERIA_T0	Portugal_LateAntiquity_ImperialRoman_Roman	IBERIA	T0	PASS
R10502.SG	IBERIA_T0	Portugal_LateAntiquity_ImperialRoman_Roman	IBERIA	T0	PASS
R10503.SG	IBERIA_T0	Portugal_LateAntiquity_Roman-oAfrica	IBERIA	T0	PASS
R10506.SG	IBERIA_T0	Portugal_LateAntiquity_ImperialRoman_Roman	IBERIA	T0	PASS
R10507.SG	IBERIA_T0	Portugal_LateAntiquity_ImperialRoman_Roman	IBERIA	T0	PASS
R10508.SG	IBERIA_T0	Portugal_LateAntiquity_ImperialRoman_Roman	IBERIA	T0	PASS
R10618.SG	EUROPE_CENTRAL_T0	Poland_Roman_Wielbark	EUROPE_CONTROL	T0	PASS
R10620.SG	EUROPE_CENTRAL_T0	Poland_Roman_Wielbark	EUROPE_CONTROL	T0	PASS
R10625.SG	EUROPE_CENTRAL_T0	Poland_Roman_Wielbark	EUROPE_CONTROL	T0	PASS
R10626.SG	EUROPE_CENTRAL_T0	Poland_Roman_Wielbark	EUROPE_CONTROL	T0	PASS
R10631.SG	EUROPE_CENTRAL_T0	Poland_Roman_Wielbark	EUROPE_CONTROL	T0	PASS
R10633.SG	EUROPE_CENTRAL_T0	Poland_Roman_Wielbark	EUROPE_CONTROL	T0	PASS
R10634.SG	EUROPE_CENTRAL_T0	Poland_Roman_Wielbark	EUROPE_CONTROL	T0	PASS
R10636.SG	EUROPE_CENTRAL_T0	Poland_Roman_Wielbark	EUROPE_CONTROL	T0	PASS
R10654.SG	EUROPE_CENTRAL_T0	Austria_LateAntiquity_ImperialRoman-oLevant	EUROPE_CONTROL	T0	PASS
R10656.SG	EUROPE_CENTRAL_T0	Austria_LateAntiquity_ImperialRoman	EUROPE_CONTROL	T0	PASS
R10657.SG	EUROPE_CENTRAL_T0	Austria_ImperialRoman	EUROPE_CONTROL	T0	PASS
R10658.SG	EUROPE_CENTRAL_T0	Austria_LateAntiquity_ImperialRoman-oLevant	EUROPE_CONTROL	T0	PASS
R10659.SG	EUROPE_CENTRAL_T0	Austria_ImperialRoman	EUROPE_CONTROL	T0	PASS
R10660.SG	EUROPE_CENTRAL_T0	Austria_LateAntiquity_ImperialRoman-oLevant	EUROPE_CONTROL	T0	PASS
R10665.SG	EUROPE_CENTRAL_T0	Austria_Avar	EUROPE_CONTROL	T0	PASS
R10666.SG	EUROPE_CENTRAL_T0	Austria_Avar	EUROPE_CONTROL	T0	PASS
R10667.SG	EUROPE_CENTRAL_T0	Austria_ImperialRoman-oAfrica-oLevant	EUROPE_CONTROL	T0	PASS
R10668.SG	EUROPE_CENTRAL_T0	Austria_ImperialRoman-oLevant	EUROPE_CONTROL	T0	PASS
R10670.SG	EUROPE_CENTRAL_T0	Austria_ImperialRoman	EUROPE_CONTROL	T0	PASS
R10760.SG	MAGHREB_T0	Algeria_Numidia_Roman_Berber	MAGHREB	T0	PASS
R10766.SG	MAGHREB_T0	Algeria_Numidia_Roman_Berber	MAGHREB	T0	PASS
R10770.SG	MAGHREB_T0	Algeria_Numidia_Roman_Berber	MAGHREB	T0	PASS
R10830.SG	EUROPE_NORTH_T0	Lithuania_MigrationPeriod	EUROPE_CONTROL	T0	PASS
R10832.SG	EUROPE_NORTH_T0	Lithuania_MigrationPeriod	EUROPE_CONTROL	T0	PASS
R10836.SG	EUROPE_NORTH_T0	Lithuania_MigrationPeriod	EUROPE_CONTROL	T0	PASS
R10838.SG	EUROPE_NORTH_T0	Lithuania_MigrationPeriod	EUROPE_CONTROL	T0	PASS
R10840.SG	EUROPE_NORTH_T0	Lithuania_MigrationPeriod_BalticBarrows	EUROPE_CONTROL	T0	PASS
R11109.SG	ITALY_T0	Italy_Lazio_LateAntiquity_ImperialRoman_Roman	EUROPE_CONTROL	T0	PASS
R11111.SG	ITALY_T0	Italy_Lazio_LateAntiquity_ImperialRoman_Roman	EUROPE_CONTROL	T0	PASS
R11112.SG	ITALY_T0	Italy_Lazio_LateAntiquity_ImperialRoman_Roman	EUROPE_CONTROL	T0	PASS
R11113.SG	ITALY_T0	Italy_Lazio_LateAntiquity_ImperialRoman_Roman	EUROPE_CONTROL	T0	PASS
R11116.SG	ITALY_T0	Italy_Lazio_LateAntiquity_ImperialRoman_Roman	EUROPE_CONTROL	T0	PASS
R11117.SG	ITALY_T0	Italy_Lazio_LateAntiquity_ImperialRoman_Roman	EUROPE_CONTROL	T0	PASS
R11118.SG	ITALY_T0	Italy_Lazio_LateAntiquity_ImperialRoman_Roman-oEurope	EUROPE_CONTROL	T0	PASS
R11119.SG	ITALY_T0	Italy_Lazio_LateAntiquity_ImperialRoman_Roman	EUROPE_CONTROL	T0	PASS
R11120.SG	ITALY_T0	Italy_Lazio_LateAntiquity_ImperialRoman_Roman	EUROPE_CONTROL	T0	PASS
R11121.SG	ITALY_T0	Italy_Lazio_LateAntiquity_ImperialRoman_Roman-oEurope	EUROPE_CONTROL	T0	PASS
R11391.SG	EUROPE_CENTRAL_T0	Poland_Roman_Wielbark	EUROPE_CONTROL	T0	PASS
R11535.SG	OUTGROUP_T1	Armenia_Beniamin_IA_Urartian	OUTGROUP	T1	PASS
R11536.SG	OUTGROUP_T1	Armenia_Beniamin_EIA	OUTGROUP	T1	PASS
R11538.SG	OUTGROUP_T0	Armenia_Beniamin_EarlyMedieval	OUTGROUP	T0	PASS
R11540.SG	OUTGROUP_T1	Armenia_Beniamin_Antiquity	OUTGROUP	T1	PASS
R11541.SG	OUTGROUP_T0	Armenia_Beniamin_Antiquity	OUTGROUP	T0	PASS
R11542.SG	OUTGROUP_T0	Armenia_Beniamin_EarlyMedieval	OUTGROUP	T0	PASS
R11543.SG	OUTGROUP_T0	Armenia_Beniamin_EarlyMedieval	OUTGROUP	T0	PASS
R11544.SG	OUTGROUP_T0	Armenia_Beniamin_EarlyMedieval	OUTGROUP	T0	PASS
R11545.SG	OUTGROUP_T1	Armenia_Beniamin_LBA	OUTGROUP	T1	PASS
R11546.SG	OUTGROUP_T1	Armenia_Beniamin_Antiquity	OUTGROUP	T1	PASS
R11550.SG	EUROPE_NW_T0	France_GrandEst_LateAntiquity_ImperialRoman_Roman-oLevant	EUROPE_CONTROL	T0	PASS
R11552.SG	EUROPE_NW_T0	France_GrandEst_LateAntiquity_ImperialRoman_Roman	EUROPE_CONTROL	T0	PASS
R11554.SG	EUROPE_NW_T0	France_GrandEst_LateAntiquity_ImperialRoman_Roman	EUROPE_CONTROL	T0	PASS
R11556.SG	EUROPE_NW_T0	France_GrandEst_LateAntiquity_ImperialRoman_Roman-oLevant	EUROPE_CONTROL	T0	PASS
R11557.SG	EUROPE_NW_T0	France_GrandEst_LateAntiquity_ImperialRoman_Roman	EUROPE_CONTROL	T0	PASS
R11558.SG	EUROPE_NW_T0	France_GrandEst_LateAntiquity_ImperialRoman_Roman-oLevant	EUROPE_CONTROL	T0	PASS
R11559.SG	EUROPE_NW_T0	France_GrandEst_LateAntiquity_ImperialRoman_Roman-oLevant	EUROPE_CONTROL	T0	PASS
R11560.SG	EUROPE_NW_T0	France_GrandEst_LateAntiquity_ImperialRoman_Roman	EUROPE_CONTROL	T0	PASS
R11561.SG	EUROPE_NW_T0	France_GrandEst_LateAntiquity_ImperialRoman_Roman	EUROPE_CONTROL	T0	PASS
R11563.SG	EUROPE_NW_T0	France_GrandEst_ImperialRoman_Roman-oLevant	EUROPE_CONTROL	T0	PASS
R11651.SG	OUTGROUP_T0	Armenia_Beniamin_Antiquity	OUTGROUP	T0	PASS
R11653.SG	OUTGROUP_T0	Armenia_Beniamin_Antiquity	OUTGROUP	T0	PASS
R11668.SG	OUTGROUP_T1	Armenia_Beniamin_BA_IA	OUTGROUP	T1	PASS
R11675.SG	OUTGROUP_T1	Armenia_Beniamin_LBA	OUTGROUP	T1	PASS
R11678.SG	OUTGROUP_T0	Armenia_Beniamin_Antiquity	OUTGROUP	T0	PASS
R11713.SG	OUTGROUP_T0	Armenia_Beniamin_Antiquity	OUTGROUP	T0	PASS
R11714.SG	OUTGROUP_T0	Armenia_Beniamin_Antiquity	OUTGROUP	T0	PASS
R11828.SG	SARDINIA_T1	Italy_Sardinia_Phoenician	EUROPE_CONTROL	T1	PASS
R11829.SG	SARDINIA_T1	Italy_Sardinia_BA_IA_a_Punic	EUROPE_CONTROL	T1	PASS
R11832.SG	SARDINIA_T0	Italy_Sardinia_ImperialRoman_Roman	EUROPE_CONTROL	T0	PASS
R11833.SG	SARDINIA_T0	Italy_Sardinia_ImperialRoman	EUROPE_CONTROL	T0	PASS
R11834.SG	SARDINIA_T0	Italy_Sardinia_ImperialRoman_Roman	EUROPE_CONTROL	T0	PASS
R11835.SG	SARDINIA_T1	Italy_Sardinia_IA_a_Punic	EUROPE_CONTROL	T1	PASS
R11836.SG	SARDINIA_T0	Italy_Sardinia_ImperialRoman_Roman	EUROPE_CONTROL	T0	PASS
R11866.SG	EUROPE_CENTRAL_T0	Germany_Hassleben	EUROPE_CONTROL	T0	PASS
R11867.SG	EUROPE_CENTRAL_T0	Germany_Hassleben_Elite-1	EUROPE_CONTROL	T0	PASS
R11868.SG	EUROPE_CENTRAL_T0	Germany_Hassleben	EUROPE_CONTROL	T0	PASS
R11872.SG	EUROPE_CENTRAL_T0	Germany_Hassleben	EUROPE_CONTROL	T0	PASS
R11873.SG	EUROPE_CENTRAL_T0	Germany_Hassleben	EUROPE_CONTROL	T0	PASS
R11875.SG	EUROPE_CENTRAL_T0	Germany_Hassleben-oNorthEurope	EUROPE_CONTROL	T0	PASS
R11877.SG	EUROPE_CENTRAL_T0	Germany_Hassleben_Elite-2	EUROPE_CONTROL	T0	PASS
R12229.SG	LEVANT_T0	Lebanon_Medieval	LEVANT	T0	PASS
R12233.SG	LEVANT_T0	Lebanon_Medieval	LEVANT	T0	PASS
R1223.SG	ITALY_T0	Italy_Lazio_PalazzodellaCancelleria_Medieval-oEurope	EUROPE_CONTROL	T0	PASS
R12245.SG	LEVANT_T0	Lebanon_Medieval	LEVANT	T0	PASS
R12246.SG	LEVANT_T0	Lebanon_Medieval	LEVANT	T0	PASS
R1225.SG	ITALY_T0	Italy_Lazio_PalazzodellaCancelleria_Medieval-oAegean	EUROPE_CONTROL	T0	PASS
R1291.SG	ITALY_T0	Italy_Lazio_PalazzodellaCancelleria_Medieval_Roman_possible	EUROPE_CONTROL	T0	PASS
R1292.SG	ITALY_T0	Italy_Lazio_PalazzodellaCancelleria_Medieval_Roman_possible	EUROPE_CONTROL	T0	PASS
R1294.SG	ITALY_T0	Italy_Lazio_PalazzodellaCancelleria_Medieval_Roman_possible	EUROPE_CONTROL	T0	PASS
R1554.SG	ITALY_T0	Italy_Marche_ImperialRoman	EUROPE_CONTROL	T0	PASS
R1555.SG	ITALY_T0	Italy_Marche_ImperialRoman	EUROPE_CONTROL	T0	PASS
R1556.SG	ITALY_T0	Italy_Marche_ImperialRoman_Roman	EUROPE_CONTROL	T0	PASS
R1557.SG	ITALY_T0	Italy_Marche_ImperialRoman	EUROPE_CONTROL	T0	PASS
R1874.SG	EUROPE_NW_T0	France_HautsdeFrance_Oise_LateAntiquity_ImperialRoman_Roman_possible	EUROPE_CONTROL	T0	PASS
R2040.SG	BALKANS_T0	Croatia_LateAntiquity_ImperialRoman_Roman	EUROPE_CONTROL	T0	PASS
R2041.SG	BALKANS_T0	Croatia_LateAntiquity_ImperialRoman_Roman	EUROPE_CONTROL	T0	PASS
R2042.SG	BALKANS_T0	Croatia_LateAntiquity_ImperialRoman_Roman	EUROPE_CONTROL	T0	PASS
R2045.SG	BALKANS_T0	Croatia_VenetiaHistria_LateAntiquity_Roman	EUROPE_CONTROL	T0	PASS
R2050.SG	BALKANS_T0	Croatia_Dalmatia_LateAntiquity_Roman	EUROPE_CONTROL	T0	PASS
R2051.SG	BALKANS_T0	Croatia_Dalmatia_LateAntiquity_Roman	EUROPE_CONTROL	T0	PASS
R2053.SG	BALKANS_T0	Croatia_Dalmatia_LateAntiquity_Roman	EUROPE_CONTROL	T0	PASS
R2055.SG	EUROPE_NW_T0	France_GrandEst_LateAntiquity_Roman	EUROPE_CONTROL	T0	PASS
R2057.SG	EUROPE_NW_T0	France_GrandEst_LateAntiquity_Roman	EUROPE_CONTROL	T0	PASS
R2058.SG	EUROPE_NW_T0	France_GrandEst_LateAntiquity_Roman	EUROPE_CONTROL	T0	PASS
R2065.SG	EUROPE_NW_T0	France_GrandEst_Medieval	EUROPE_CONTROL	T0	PASS
R2066.SG	EUROPE_NW_T0	France_GrandEst_Medieval	EUROPE_CONTROL	T0	PASS
R2200.SG	EUROPE_CENTRAL_T0	Slovakia_LaTene_Roman	EUROPE_CONTROL	T0	PASS
R2201.SG	EUROPE_CENTRAL_T0	Slovakia_LaTene_Roman	EUROPE_CONTROL	T0	PASS
R2202.SG	EUROPE_CENTRAL_T0	Slovakia_LaTene_Roman	EUROPE_CONTROL	T0	PASS
R2204.SG	EUROPE_CENTRAL_T0	Slovakia_Roman	EUROPE_CONTROL	T0	PASS
R2206.SG	EUROPE_CENTRAL_T0	Slovakia_MigrationPeriod	EUROPE_CONTROL	T0	PASS
R2207.SG	EUROPE_CENTRAL_T0	Slovakia_MigrationPeriod	EUROPE_CONTROL	T0	PASS
R2208.SG	EUROPE_CENTRAL_T0	Slovakia_MigrationPeriod	EUROPE_CONTROL	T0	PASS
R2209.SG	EUROPE_CENTRAL_T0	Slovakia_MigrationPeriod	EUROPE_CONTROL	T0	PASS
R2210.SG	EUROPE_CENTRAL_T0	Slovakia_MigrationPeriod	EUROPE_CONTROL	T0	PASS
R2211.SG	EUROPE_CENTRAL_T0	Slovakia_MigrationPeriod	EUROPE_CONTROL	T0	PASS
R3359.SG	LEVANT_T0	Syria_EarlyMedieval_Byzantine_Byzantine	LEVANT	T0	PASS
R3361.SG	LEVANT_T0	Syria_Medieval-oAfrica	LEVANT	T0	PASS
R3473.SG	LEVANT_T0	Lebanon_Chhim_Medieval-o	LEVANT	T0	PASS
R3478.SG	BALKANS_T0	Montenegro_DocleaBjelovine_Roman	EUROPE_CONTROL	T0	PASS
R3481.SG	BALKANS_T0	Montenegro_Dalmatia_ImperialRoman-oAegean	EUROPE_CONTROL	T0	PASS
R3482.SG	BALKANS_T0	Montenegro_DocleaBjelovine_Roman	EUROPE_CONTROL	T0	PASS
R3542.SG	BALKANS_T0	Croatia_LateAntiquity_ImperialRoman_Roman	EUROPE_CONTROL	T0	PASS
R3543.SG	BALKANS_T0	Croatia_Dalmatia_LateAntiquity_Roman	EUROPE_CONTROL	T0	PASS
R3544.SG	BALKANS_T0	Croatia_Dalmatia_LateAntiquity_Roman	EUROPE_CONTROL	T0	PASS
