sample_id	custom_pop_label	group_id	region	layer	qc
Loschbour.AG	EUROPE_NW_T2	Luxembourg_Loschbour_Mesolithic	EUROPE_CONTROL	T2	PASS
Kou01.SG	GREECE_T1	Greece_EpanoKoufonisi_EBA_Cycladic	EUROPE_CONTROL	T1	PASS
Kou03.SG	GREECE_T1	Greece_EpanoKoufonisi_EBA_Cycladic	EUROPE_CONTROL	T1	PASS
Log02.SG	GREECE_T1	Greece_ElatiLogkassite_MBA	EUROPE_CONTROL	T1	PASS
Log04.SG	GREECE_T1	Greece_ElatiLogkassite_MBA	EUROPE_CONTROL	T1	PASS
Mik15.SG	GREECE_T1	Greece_Manika_EBA	EUROPE_CONTROL	T1	PASS
Pta08.SG	CRETE_T1	Greece_Crete_KephalaPetrasSiteias	EUROPE_CONTROL	T1	PASS
cay004.SG	ANATOLIA_T2	Turkey_PPN	OUTGROUP	T2	PASS
cay008.SG	ANATOLIA_T2	Turkey_PPN	OUTGROUP	T2	PASS
cay011.SG	ANATOLIA_T2	Turkey_PPN	OUTGROUP	T2	PASS
cay012.SG	ANATOLIA_T2	Turkey_PPN	OUTGROUP	T2	PASS
cay013.SG	ANATOLIA_T2	Turkey_PPN	OUTGROUP	T2	PASS
cay014.SG	ANATOLIA_T2	Turkey_PPN	OUTGROUP	T2	PASS
cay015.SG	ANATOLIA_T2	Turkey_PPN	OUTGROUP	T2	PASS
cay016.SG	ANATOLIA_T2	Turkey_PPN	OUTGROUP	T2	PASS
cay1820.SG	ANATOLIA_T2	Turkey_PPN	OUTGROUP	T2	PASS
cay022.SG	ANATOLIA_T2	Turkey_PPN	OUTGROUP	T2	PASS
cay027.SG	ANATOLIA_T2	Turkey_PPN	OUTGROUP	T2	PASS
cay033.SG	ANATOLIA_T2	Turkey_PPN	OUTGROUP	T2	PASS
AV1.AG	EUROPE_CENTRAL_T0	Hungary_Avar-5	EUROPE_CONTROL	T0	PASS
AV2.AG	EUROPE_CENTRAL_T0	Hungary_Avar-5	EUROPE_CONTROL	T0	PASS
CL102.AG	ITALY_T0	Italy_Piedmont_North_EarlyMedieval_Lombards-1	EUROPE_CONTROL	T0	PASS
CL110.AG	ITALY_T0	Italy_Piedmont_North_EarlyMedieval_Lombards-4	EUROPE_CONTROL	T0	PASS
CL121.AG	ITALY_T0	Italy_Piedmont_North_EarlyMedieval_Lombards-3	EUROPE_CONTROL	T0	PASS
CL145.AG	ITALY_T0	Italy_Piedmont_North_EarlyMedieval_Lombards-1	EUROPE_CONTROL	T0	PASS
CL146.AG	ITALY_T0	Italy_Piedmont_North_EarlyMedieval_Lombards-1	EUROPE_CONTROL	T0	PASS
CL151.AG	ITALY_T0	Italy_Piedmont_North_EarlyMedieval_Lombards-1	EUROPE_CONTROL	T0	PASS
CL23.AG	ITALY_T0	Italy_Piedmont_North_EarlyMedieval_Lombards-2	EUROPE_CONTROL	T0	PASS
CL25.AG	ITALY_T0	Italy_Piedmont_North_EarlyMedieval_Lombards-3	EUROPE_CONTROL	T0	PASS
CL30.AG	ITALY_T0	Italy_Piedmont_North_EarlyMedieval_Lombards-3	EUROPE_CONTROL	T0	PASS
CL36.AG	ITALY_T0	Italy_Piedmont_North_EarlyMedieval_Lombards-2	EUROPE_CONTROL	T0	PASS
CL38.AG	ITALY_T0	Italy_Piedmont_North_EarlyMedieval_Lombards-3	EUROPE_CONTROL	T0	PASS
CL47.AG	ITALY_T0	Italy_Piedmont_North_EarlyMedieval_Lombards-2	EUROPE_CONTROL	T0	PASS
CL53.AG	ITALY_T0	Italy_Piedmont_North_EarlyMedieval_Lombards-2	EUROPE_CONTROL	T0	PASS
CL57.AG	ITALY_T0	Italy_Piedmont_North_EarlyMedieval_Lombards-2	EUROPE_CONTROL	T0	PASS
CL63.AG	ITALY_T0	Italy_Piedmont_North_EarlyMedieval_Lombards-2	EUROPE_CONTROL	T0	PASS
CL83.AG	ITALY_T0	Italy_Piedmont_North_EarlyMedieval_Lombards-1	EUROPE_CONTROL	T0	PASS
CL84.AG	ITALY_T0	Italy_Piedmont_North_EarlyMedieval_Lombards-1	EUROPE_CONTROL	T0	PASS
CL87.AG	ITALY_T0	Italy_Piedmont_North_EarlyMedieval_Lombards-1	EUROPE_CONTROL	T0	PASS
CL92.AG	ITALY_T0	Italy_Piedmont_North_EarlyMedieval_Lombards-1	EUROPE_CONTROL	T0	PASS
CL93.AG	ITALY_T0	Italy_Piedmont_North_EarlyMedieval_Lombards-1	EUROPE_CONTROL	T0	PASS
CL94.AG	ITALY_T0	Italy_Piedmont_North_EarlyMedieval_Lombards-2	EUROPE_CONTROL	T0	PASS
CL97.AG	ITALY_T0	Italy_Piedmont_North_EarlyMedieval_Lombards-1	EUROPE_CONTROL	T0	PASS
SZ12.AG	EUROPE_CENTRAL_T0	Hungary_Lombards	EUROPE_CONTROL	T0	PASS
SZ13.AG	EUROPE_CENTRAL_T0	Hungary_Lombards	EUROPE_CONTROL	T0	PASS
SZ14.AG	EUROPE_CENTRAL_T0	Hungary_Lombards	EUROPE_CONTROL	T0	PASS
SZ16.AG	EUROPE_CENTRAL_T0	Hungary_Lombards	EUROPE_CONTROL	T0	PASS
SZ18.AG	EUROPE_CENTRAL_T0	Hungary_Lombards-2	EUROPE_CONTROL	T0	PASS
SZ19.AG	EUROPE_CENTRAL_T0	Hungary_Lombards-1	EUROPE_CONTROL	T0	PASS
SZ20.AG	EUROPE_CENTRAL_T0	Hungary_Lombards	EUROPE_CONTROL	T0	PASS
SZ22.AG	EUROPE_CENTRAL_T0	Hungary_Lombards	EUROPE_CONTROL	T0	PASS
SZ23.AG	EUROPE_CENTRAL_T0	Hungary_Lombards	EUROPE_CONTROL	T0	PASS
SZ25.AG	EUROPE_CENTRAL_T0	Hungary_Lombards	EUROPE_CONTROL	T0	PASS
SZ27.AG	EUROPE_CENTRAL_T0	Hungary_Lombards-2	EUROPE_CONTROL	T0	PASS
SZ28.AG	EUROPE_CENTRAL_T0	Hungary_Lombards-2	EUROPE_CONTROL	T0	PASS
SZ30.AG	EUROPE_CENTRAL_T0	Hungary_Lombards	EUROPE_CONTROL	T0	PASS
SZ31.AG	EUROPE_CENTRAL_T0	Hungary_Lombards-1	EUROPE_CONTROL	T0	PASS
SZ32.AG	EUROPE_CENTRAL_T0	Hungary_Lombards-1	EUROPE_CONTROL	T0	PASS
SZ35.AG	EUROPE_CENTRAL_T0	Hungary_Lombards	EUROPE_CONTROL	T0	PASS
SZ37.AG	EUROPE_CENTRAL_T0	Hungary_Lombards-1	EUROPE_CONTROL	T0	PASS
SZ38.AG	EUROPE_CENTRAL_T0	Hungary_Lombards	EUROPE_CONTROL	T0	PASS
SZ40.AG	EUROPE_CENTRAL_T0	Hungary_Lombards-1	EUROPE_CONTROL	T0	PASS
SZ41.AG	EUROPE_CENTRAL_T0	Hungary_Lombards	EUROPE_CONTROL	T0	PASS
SZ42.AG	EUROPE_CENTRAL_T0	Hungary_Lombards	EUROPE_CONTROL	T0	PASS
SZ6.AG	EUROPE_CENTRAL_T0	Hungary_Lombards-2	EUROPE_CONTROL	T0	PASS
SZ7.AG	EUROPE_CENTRAL_T0	Hungary_Lombards	EUROPE_CONTROL	T0	PASS
SZ8.AG	EUROPE_CENTRAL_T0	Hungary_Lombards	EUROPE_CONTROL	T0	PASS
SZ9.AG	EUROPE_CENTRAL_T0	Hungary_Lombards	EUROPE_CONTROL	T0	PASS
SZ11.SG	EUROPE_CENTRAL_T0	Hungary_Lombards	EUROPE_CONTROL	T0	PASS
SZ15.SG	EUROPE_CENTRAL_T0	Hungary_Lombards	EUROPE_CONTROL	T0	PASS
SZ1.SG	EUROPE_CENTRAL_T1	Hungary_BA	EUROPE_CONTROL	T1	PASS
SZ2.SG	EUROPE_CENTRAL_T0	Hungary_Lombards	EUROPE_CONTROL	T0	PASS
SZ36.SG	EUROPE_CENTRAL_T0	Hungary_Lombards-1	EUROPE_CONTROL	T0	PASS
SZ3.SG	EUROPE_CENTRAL_T0	Hungary_Lombards	EUROPE_CONTROL	T0	PASS
SZ43.SG	EUROPE_CENTRAL_T0	Hungary_Lombards-1	EUROPE_CONTROL	T0	PASS
SZ45.SG	EUROPE_CENTRAL_T0	Hungary_Lombards-2	EUROPE_CONTROL	T0	PASS
SZ4.SG	EUROPE_CENTRAL_T0	Hungary_Lombards	EUROPE_CONTROL	T0	PASS
JK2911.AG	NORTH_AFRICA_EAST_T1	Egypt_AbusirelMeleq_ThirdIntermediatePeriod	NORTH_AFRICA_EAST	T1	PASS
I1902.AG	EUROPE_CENTRAL_T2	Hungary_LN_Lengyel	EUROPE_CONTROL	T2	PASS
I0577.AG	EUROPE_EAST_T1	Russia_Tuva_IA_AldyBel	EUROPE_CONTROL	T1	PASS
I1454.AG	EUROPE_EAST_T1	Ukraine_Cherkasy_Eneolithic_SeredniiStih	EUROPE_CONTROL	T1	PASS
I1594.AG	EUROPE_CENTRAL_T1	Germany_BlatterhohleCave_MN	EUROPE_CONTROL	T1	PASS
I1717.AG	EUROPE_EAST_T2	Russia_Adygea_EN_ProtoMaikop	EUROPE_CONTROL	T2	PASS
I1752.AG	OUTGROUP_T0	Chile_Conchali_700BP	OUTGROUP	T0	PASS
I1753.AG	OUTGROUP_T1	Chile_LosRieles_5100BP	OUTGROUP	T1	PASS
I1754.AG	OUTGROUP_T0	Chile_Conchali_700BP	OUTGROUP	T0	PASS
I1763.AG	EUROPE_EAST_T2	Ukraine_Zaporizhia_EN	EUROPE_CONTROL	T2	PASS
I1767.AG	EUROPE_NW_T1	England_BellBeaker-ohighEEF	EUROPE_CONTROL	T1	PASS
I1770.AG	EUROPE_NW_T1	England_BellBeaker	EUROPE_CONTROL	T1	PASS
I1774.AG	EUROPE_NW_T1	England_EBA_C	EUROPE_CONTROL	T1	PASS
I1775.AG	EUROPE_NW_T1	Wales_EBA_C	EUROPE_CONTROL	T1	PASS
I1784.AG	OUTGROUP_T1	Turkmenistan_BA1-1	OUTGROUP	T1	PASS
Ukraine_HG1.AG	EUROPE_EAST_T2	Ukraine_Mesolithic	EUROPE_CONTROL	T2	PASS
I1821.AG	EUROPE_EAST_T1	Russia_KrasnoyarskKrai_MLBA	EUROPE_CONTROL	T1	PASS
I1828.AG	EUROPE_EAST_T1	Russia_KrasnoyarskKrai_MLBA_Andronovo	EUROPE_CONTROL	T1	PASS
I1829.AG	EUROPE_EAST_T1	Russia_Altai_Afanasievo	EUROPE_CONTROL	T1	PASS
I1838.AG	IBERIA_T1	Spain_C	IBERIA	T1	PASS
I1840.AG	IBERIA_T1	Spain_MBA	IBERIA	T1	PASS
I1843.AG	IBERIA_T1	Spain_C	IBERIA	T1	PASS
I1851.AG	EUROPE_EAST_T1	Russia_KrasnoyarskKrai_MLBA_Andronovo	EUROPE_CONTROL	T1	PASS
I1852.AG	EUROPE_EAST_T1	Russia_KrasnoyarskKrai_MLBA_Andronovo	EUROPE_CONTROL	T1	PASS
I1856.AG	EUROPE_EAST_T1	Russia_KrasnoyarskKrai_MLBA	EUROPE_CONTROL	T1	PASS
I1864.AG	OUTGROUP_T0	Mexico_950BP	OUTGROUP	T0	PASS
I1887.AG	EUROPE_CENTRAL_T2	Hungary_MN_Vinca	EUROPE_CONTROL	T2	PASS
I1889.AG	EUROPE_CENTRAL_T2	Hungary_MN_Vinca	EUROPE_CONTROL	T2	PASS
I1890.AG	EUROPE_CENTRAL_T2	Hungary_LN_Sopot	EUROPE_CONTROL	T2	PASS
I1891.AG	EUROPE_CENTRAL_T2	Hungary_LN_Sopot	EUROPE_CONTROL	T2	PASS
I1892.AG	EUROPE_CENTRAL_T0	Hungary_Avar-2	EUROPE_CONTROL	T0	PASS
I1894.AG	EUROPE_CENTRAL_T2	Hungary_MN_Vinca	EUROPE_CONTROL	T2	PASS
I1896.AG	EUROPE_CENTRAL_T2	Hungary_MN_Vinca	EUROPE_CONTROL	T2	PASS
I1899.AG	EUROPE_CENTRAL_T2	Hungary_LN_Lengyel	EUROPE_CONTROL	T2	PASS
I1900.AG	EUROPE_CENTRAL_T2	Hungary_LN_Lengyel	EUROPE_CONTROL	T2	PASS
I1901.AG	EUROPE_CENTRAL_T2	Hungary_LN_Lengyel	EUROPE_CONTROL	T2	PASS
I1903.AG	EUROPE_CENTRAL_T2	Hungary_LN_Lengyel	EUROPE_CONTROL	T2	PASS
I1906.AG	EUROPE_CENTRAL_T2	Hungary_LN_Lengyel	EUROPE_CONTROL	T2	PASS
I1908.AG	EUROPE_CENTRAL_T2	Hungary_C_Balaton_Lasinja	EUROPE_CONTROL	T2	PASS
I1909.AG	EUROPE_CENTRAL_T2	Hungary_C_Balaton_Lasinja	EUROPE_CONTROL	T2	PASS
I1934.AG	LEVANT_T1	Israel_MLBA	LEVANT	T1	PASS
I1955.AG	OUTGROUP_T0	Iran_GanjDareh_Historic	OUTGROUP	T0	PASS
I1958.AG	EUROPE_EAST_T2	Russia_Tyumen_EN_Mesolithic	EUROPE_CONTROL	T2	PASS
I1959.AG	EUROPE_EAST_T2	Russia_Omsk_N	EUROPE_CONTROL	T2	PASS
I1960.AG	EUROPE_EAST_T2	Russia_Tyumen_EN_Mesolithic	EUROPE_CONTROL	T2	PASS
I1965.AG	EUROPE_EAST_T1	Russia_AltaiKrai_N	EUROPE_CONTROL	T1	PASS
I1972.AG	IBERIA_T2	Spain_EN	IBERIA	T2	PASS
I1975.AG	IBERIA_T1	Spain_C	IBERIA	T1	PASS
I0166.AG	EUROPE_CENTRAL_T2	Germany_HalberstadtSonntagsfeld_N	EUROPE_CONTROL	T2	PASS
I2014.AG	EUROPE_CENTRAL_T2	Germany_HalberstadtSonntagsfeld_EN_LBK	EUROPE_CONTROL	T2	PASS
I2020.AG	EUROPE_CENTRAL_T2	Germany_HalberstadtSonntagsfeld_EN_LBK	EUROPE_CONTROL	T2	PASS
I2022.AG	EUROPE_CENTRAL_T2	Germany_HalberstadtSonntagsfeld_EN_LBK	EUROPE_CONTROL	T2	PASS
I2177.AG	BALKANS_T1	Bulgaria_Smyadovo_EBA	EUROPE_CONTROL	T1	PASS
I2403.AG	EUROPE_CENTRAL_T1	Poland_GlobularAmphora	EUROPE_CONTROL	T1	PASS
I2417.AG	EUROPE_NW_T1	England_BellBeaker-olowEEF	EUROPE_CONTROL	T1	PASS
I2428.AG	BALKANS_T2	Bulgaria_Smyadovo_C	EUROPE_CONTROL	T2	PASS
I2458.AG	EUROPE_NW_T1	England_MBA-ohighEEF	EUROPE_CONTROL	T1	PASS
I2461.AG	EUROPE_NW_T1	England_EBA_C	EUROPE_CONTROL	T1	PASS
I2462.AG	EUROPE_NW_T1	England_Thanet_EBA_C-ohighEEF	EUROPE_CONTROL	T1	PASS
I2464.AG	EUROPE_NW_T1	England_EBA_C	EUROPE_CONTROL	T1	PASS
I2477.AG	ITALY_T1	Italy_EmiliaRomagna_BellBeaker2-2	EUROPE_CONTROL	T1	PASS
I2510.AG	BALKANS_T1	Bulgaria_Dzhulyunitsa_EBA-1	EUROPE_CONTROL	T1	PASS
I2514.AG	OUTGROUP_T1	Iran_TepeHissar_C	OUTGROUP	T1	PASS
I2520.AG	BALKANS_T1	Bulgaria_Dzhulyunitsa_EBA	EUROPE_CONTROL	T1	PASS
I2525.AG	BALKANS_T0	Bulgaria_Samovodene_EarlyMedieval-oEastAsia	EUROPE_CONTROL	T0	PASS
I2530.AG	BALKANS_T0	NorthMacedonia_Medieval	EUROPE_CONTROL	T0	PASS
I2532.AG	BALKANS_T2	Romania_Eneolithic-oEEF	EUROPE_CONTROL	T2	PASS
I2533.AG	BALKANS_T2	Romania_Eneolithic-oEEF	EUROPE_CONTROL	T2	PASS
I2534.AG	BALKANS_T2	Romania_Mesolithic	EUROPE_CONTROL	T2	PASS
I2557.AG	OUTGROUP_T0	Peru_EIP_1350BP	OUTGROUP	T0	PASS
I2558.AG	OUTGROUP_T0	Peru_EIP_1350BP	OUTGROUP	T0	PASS
I2560.AG	OUTGROUP_T0	Peru_MiddleHolocene_950BP	OUTGROUP	T0	PASS
I2566.AG	EUROPE_NW_T1	England_EBA_C	EUROPE_CONTROL	T1	PASS
I2567.AG	EUROPE_NW_T1	Scotland_EBA_C	EUROPE_CONTROL	T1	PASS
I2568.AG	EUROPE_NW_T1	Scotland_EBA_C_mediumhighEEF-omediumhighEEF	EUROPE_CONTROL	T1	PASS
I2573.AG	EUROPE_NW_T1	Scotland_MBA	EUROPE_CONTROL	T1	PASS
I2596.AG	EUROPE_NW_T1	England_EBA_C-olowEEF	EUROPE_CONTROL	T1	PASS
I2600.AG	EUROPE_NW_T1	England_EBA_C	EUROPE_CONTROL	T1	PASS
I2601.AG	EUROPE_NW_T1	England_Thanet_EBA_C	EUROPE_CONTROL	T1	PASS
I2602.AG	EUROPE_NW_T1	England_Thanet_EBA_C	EUROPE_CONTROL	T1	PASS
I2605.AG	EUROPE_NW_T1	England_N	EUROPE_CONTROL	T1	PASS
I2609.AG	EUROPE_NW_T1	England_EBA_C	EUROPE_CONTROL	T1	PASS
I2610.AG	EUROPE_NW_T1	England_EBA_C	EUROPE_CONTROL	T1	PASS
I2612.AG	EUROPE_NW_T1	England_EBA_C	EUROPE_CONTROL	T1	PASS
I2618.AG	EUROPE_NW_T1	England_EBA_C	EUROPE_CONTROL	T1	PASS
I2630.AG	EUROPE_NW_T1	Scotland_N	EUROPE_CONTROL	T1	PASS
I2631.AG	EUROPE_NW_T1	Scotland_N	EUROPE_CONTROL	T1	PASS
I2635.AG	EUROPE_NW_T1	Scotland_N	EUROPE_CONTROL	T1	PASS
I2637.AG	EUROPE_NW_T1	Scotland_N	EUROPE_CONTROL	T1	PASS
I2639.AG	EUROPE_NW_T1	England_MBA	EUROPE_CONTROL	T1	PASS
I2650.AG	EUROPE_NW_T1	Scotland_N	EUROPE_CONTROL	T1	PASS
I2651.AG	EUROPE_NW_T1	Scotland_N	EUROPE_CONTROL	T1	PASS
I2653.AG	EUROPE_NW_T1	Scotland_MBA	EUROPE_CONTROL	T1	PASS
I2654.AG	EUROPE_NW_T1	Scotland_MBA	EUROPE_CONTROL	T1	PASS
I2655.AG	EUROPE_NW_T1	Scotland_MBA	EUROPE_CONTROL	T1	PASS
I2659.AG	EUROPE_NW_T1	Scotland_N	EUROPE_CONTROL	T1	PASS
I2660.AG	EUROPE_NW_T1	Scotland_N_mediumlowEEF-omediumlowEEF	EUROPE_CONTROL	T1	PASS
I2691.AG	EUROPE_NW_T1	Scotland_N_mediumlowEEF-omediumlowEEF	EUROPE_CONTROL	T1	PASS
I2692.AG	EUROPE_NW_T1	Scotland_EIA	EUROPE_CONTROL	T1	PASS
I2693.AG	EUROPE_NW_T1	Scotland_LIA	EUROPE_CONTROL	T1	PASS
I2694.AG	EUROPE_NW_T1	Scotland_LIA_MIA	EUROPE_CONTROL	T1	PASS
I2695.AG	EUROPE_NW_T1	Scotland_LIA_MIA	EUROPE_CONTROL	T1	PASS
I2696.AG	EUROPE_NW_T1	Scotland_LIA_MIA	EUROPE_CONTROL	T1	PASS
I2704.AG	OUTGROUP_T0	USA_California_LateHolocene_Chumash_Barbareno	OUTGROUP	T0	PASS
I2705.AG	OUTGROUP_T0	USA_California_LateHolocene_Chumash_Barbareno	OUTGROUP	T0	PASS
I2706.AG	OUTGROUP_T0	USA_California_LateHolocene_Chumash_Barbareno	OUTGROUP	T0	PASS
I2708.AG	OUTGROUP_T1	USA_California_3000BP	OUTGROUP	T1	PASS
I2709.AG	OUTGROUP_T1	USA_California_4900BP	OUTGROUP	T1	PASS
I2710.AG	OUTGROUP_T2	USA_California_7400BP	OUTGROUP	T2	PASS
I2711.AG	OUTGROUP_T2	USA_California_7400BP	OUTGROUP	T2	PASS
I2712.AG	OUTGROUP_T2	USA_California_7400BP	OUTGROUP	T2	PASS
I2713.AG	OUTGROUP_T1	USA_California_4900BP	OUTGROUP	T1	PASS
I2741.AG	EUROPE_CENTRAL_T1	Hungary_EBA_BellBeaker	EUROPE_CONTROL	T1	PASS
I2743.AG	EUROPE_CENTRAL_T2	Hungary_MN_AVK_Szakalhat	EUROPE_CONTROL	T2	PASS
I2744.AG	EUROPE_CENTRAL_T2	Hungary_MN_AVK_Szakalhat	EUROPE_CONTROL	T2	PASS
I2745.AG	EUROPE_CENTRAL_T2	Hungary_MN_AVK_Szakalhat	EUROPE_CONTROL	T2	PASS
I2746.AG	EUROPE_CENTRAL_T2	Hungary_LN_Tisza	EUROPE_CONTROL	T2	PASS
I2752.AG	EUROPE_CENTRAL_T1	Hungary_LateC_Baden	EUROPE_CONTROL	T1	PASS
I2753.AG	EUROPE_CENTRAL_T1	Hungary_LateC_Baden	EUROPE_CONTROL	T1	PASS
I2754.AG	EUROPE_CENTRAL_T1	Hungary_LateC_Baden	EUROPE_CONTROL	T1	PASS
I2755.AG	EUROPE_CENTRAL_T1	Hungary_LateC_Baden	EUROPE_CONTROL	T1	PASS
I2761.AG	EUROPE_CENTRAL_T1	Hungary_LateC_EBA_Yamnaya	EUROPE_CONTROL	T1	PASS
I2762.AG	EUROPE_CENTRAL_T1	Hungary_LateC_EBA_Yamnaya	EUROPE_CONTROL	T1	PASS
I2763.AG	EUROPE_CENTRAL_T1	Hungary_LateC_Baden	EUROPE_CONTROL	T1	PASS
I2783.AG	EUROPE_CENTRAL_T2	Hungary_MCHA_Hunyadihalom	EUROPE_CONTROL	T2	PASS
I2785.AG	EUROPE_CENTRAL_T1	Hungary_LateC_Baden	EUROPE_CONTROL	T1	PASS
I2787.AG	EUROPE_CENTRAL_T1	Hungary_EBA_BellBeaker	EUROPE_CONTROL	T1	PASS
I2788.AG	EUROPE_CENTRAL_T1	Hungary_LateC_Protoboleraz	EUROPE_CONTROL	T1	PASS
I2789.AG	EUROPE_CENTRAL_T1	Hungary_LateC_Protoboleraz	EUROPE_CONTROL	T1	PASS
I2799.AG	EUROPE_NW_T1	Scotland_LIA	EUROPE_CONTROL	T1	PASS
I2809.AG	EUROPE_EAST_T1	Russia_Dagestan_EMBA	EUROPE_CONTROL	T1	PASS
I2859.AG	EUROPE_NW_T1	Scotland_LBA	EUROPE_CONTROL	T1	PASS
I2860.AG	EUROPE_NW_T1	Scotland_LBA	EUROPE_CONTROL	T1	PASS
I2861.AG	EUROPE_NW_T1	Scotland_LBA	EUROPE_CONTROL	T1	PASS
I2923.AG	OUTGROUP_T1	Iran_TepeHissar_C	OUTGROUP	T1	PASS
I2924.AG	OUTGROUP_T1	Iran_TepeHissar_C	OUTGROUP	T1	PASS
I2925.AG	OUTGROUP_T1	Iran_TepeHissar_C	OUTGROUP	T1	PASS
I2932.AG	EUROPE_NW_T1	Scotland_N	EUROPE_CONTROL	T1	PASS
I2933.AG	EUROPE_NW_T1	Scotland_N	EUROPE_CONTROL	T1	PASS
I2934.AG	EUROPE_NW_T1	Scotland_N	EUROPE_CONTROL	T1	PASS
I2935.AG	EUROPE_NW_T1	Scotland_N	EUROPE_CONTROL	T1	PASS
I2959.AG	OUTGROUP_T0	Pakistan_Medieval_Ghaznavid	OUTGROUP	T0	PASS
I2977.AG	EUROPE_NW_T1	Scotland_N	EUROPE_CONTROL	T1	PASS
I2978.AG	EUROPE_NW_T1	Scotland_N	EUROPE_CONTROL	T1	PASS
I2979.AG	EUROPE_NW_T1	Scotland_N	EUROPE_CONTROL	T1	PASS
I2980.AG	EUROPE_NW_T1	Scotland_N	EUROPE_CONTROL	T1	PASS
I2981.AG	EUROPE_NW_T1	Scotland_EBA_C	EUROPE_CONTROL	T1	PASS
I2982.AG	EUROPE_NW_T1	Scotland_MIA	EUROPE_CONTROL	T1	PASS
I2983.AG	EUROPE_NW_T1	Scotland_MIA	EUROPE_CONTROL	T1	PASS
VK202.AG	EUROPE_NW_T0	Scotland_Viking	EUROPE_CONTROL	T0	PASS
I2988.AG	EUROPE_NW_T1	Scotland_N	EUROPE_CONTROL	T1	PASS
I3005.AG	EUROPE_NW_T1	England_N	EUROPE_CONTROL	T1	PASS
I3014.AG	EUROPE_NW_T1	England_MIA	EUROPE_CONTROL	T1	PASS
I3033.AG	EUROPE_NW_T1	Wales_N	EUROPE_CONTROL	T1	PASS
I3039.AG	EUROPE_NW_T1	England_N	EUROPE_CONTROL	T1	PASS
I3041.AG	EUROPE_NW_T1	Scotland_N-olowEEF	EUROPE_CONTROL	T1	PASS
I3044.AG	EUROPE_NW_T0	England_EarlyMedieval_Saxon	EUROPE_CONTROL	T0	PASS
I3068.AG	EUROPE_NW_T1	England_N	EUROPE_CONTROL	T1	PASS
I3085.AG	EUROPE_NW_T1	Scotland_N	EUROPE_CONTROL	T1	PASS
I3130.AG	EUROPE_NW_T1	Scotland_LBA	EUROPE_CONTROL	T1	PASS
I3132.AG	EUROPE_NW_T1	Scotland_N	EUROPE_CONTROL	T1	PASS
I3133.AG	EUROPE_NW_T1	Scotland_N	EUROPE_CONTROL	T1	PASS
I3134.AG	EUROPE_NW_T1	Scotland_N	EUROPE_CONTROL	T1	PASS
I3135.AG	EUROPE_NW_T1	Scotland_N-olowEEF	EUROPE_CONTROL	T1	PASS
I3136.AG	EUROPE_NW_T1	Scotland_N	EUROPE_CONTROL	T1	PASS
I3255.AG	EUROPE_NW_T1	England_BellBeaker	EUROPE_CONTROL	T1	PASS
I3256.AG	EUROPE_NW_T1	England_BellBeaker	EUROPE_CONTROL	T1	PASS
I3269.AG	IBERIA_T1	Spain_C_IA_c	IBERIA	T1	PASS
I3270.AG	IBERIA_T1	Spain_C_IA_c	IBERIA	T1	PASS
I3271.AG	IBERIA_T1	Spain_C_IA_c	IBERIA	T1	PASS
I3272.AG	IBERIA_T1	Spain_C	IBERIA	T1	PASS
I3273.AG	IBERIA_T1	Spain_MLN	IBERIA	T1	PASS
I3277.AG	IBERIA_T1	Spain_C	IBERIA	T1	PASS
I3303.AG	ANATOLIA_T1	Turkey_Ancient-2	OUTGROUP	T1	PASS
I3308.AG	ANATOLIA_T1	Turkey_Ancient-3	OUTGROUP	T1	PASS
I3309.AG	ANATOLIA_T1	Turkey_Ancient-1	OUTGROUP	T1	PASS
I3311.AG	ANATOLIA_T1	Turkey_Ancient-1	OUTGROUP	T1	PASS
I3313.AG	BALKANS_T1	Croatia_EIA	EUROPE_CONTROL	T1	PASS
I3322.AG	IBERIA_T1	Spain_IA	IBERIA	T1	PASS
I3324.AG	IBERIA_T1	Spain_IA-o	IBERIA	T1	PASS
I3342.AG	OUTGROUP_T0	India_Roopkund-A	OUTGROUP	T0	PASS
I3343.AG	OUTGROUP_T0	India_Roopkund-A	OUTGROUP	T0	PASS
I3344.AG	OUTGROUP_T0	India_Roopkund-A	OUTGROUP	T0	PASS
I3345.AG	OUTGROUP_T0	India_Roopkund-B	OUTGROUP	T0	PASS
I3346.AG	OUTGROUP_T0	India_Roopkund-A	OUTGROUP	T0	PASS
I3348.AG	OUTGROUP_T0	India_Roopkund-B	OUTGROUP	T0	PASS
I3349.AG	OUTGROUP_T0	India_Roopkund-A	OUTGROUP	T0	PASS
I3350.AG	OUTGROUP_T0	India_Roopkund-B	OUTGROUP	T0	PASS
I3351.AG	OUTGROUP_T0	India_Roopkund-A	OUTGROUP	T0	PASS
I3352.AG	OUTGROUP_T0	India_Roopkund-A	OUTGROUP	T0	PASS
I3354.AG	EUROPE_EAST_T2	Russia_PrimorskyKrai_MN_Boisman	EUROPE_CONTROL	T2	PASS
I3355.AG	EUROPE_EAST_T2	Russia_PrimorskyKrai_MN_Boisman	EUROPE_CONTROL	T2	PASS
I3356.AG	EUROPE_EAST_T1	Russia_PrimorskyKrai_MN_Boisman	EUROPE_CONTROL	T1	PASS
I3389.AG	EUROPE_EAST_T1	Russia_KrasnoyarskKrai_MLBA	EUROPE_CONTROL	T1	PASS
