group_id	med_node	country	region	T0	T1	T2	T3	T4	T5	T6	UNDATED	TOTAL
Italy_Lazio_BA_IA_a_Etruscan	ITALY	Italy	EUROPE_CONTROL	0	1	0	0	0	0	0	0	1
Italy_Apulia_UP	ITALY	Italy	EUROPE_CONTROL	0	0	0	1	0	0	0	0	1
Italy_Pesaro_LateAntiquity-Africa	ITALY	Italy	EUROPE_CONTROL	1	0	0	0	0	0	0	0	1
Italy_Ripa_Bianca_Roman_Lombards_Ostrogoth	ITALY	Italy	EUROPE_CONTROL	1	0	0	0	0	0	0	0	1
Italy_NordEst_Epigravettian	ITALY	Italy	EUROPE_CONTROL	0	0	0	1	0	0	0	0	1
Malta_EBA	MALTA	Malta	EUROPE_CONTROL	0	2	0	0	0	0	0	0	2
Sardinian	SARDINIA	Italy	EUROPE_CONTROL	31	0	0	0	0	0	0	0	31
Italy_Sardinia_EBA	SARDINIA	Italy	EUROPE_CONTROL	0	20	0	0	0	0	0	0	20
Italy_Sardinia_N	SARDINIA	Italy	EUROPE_CONTROL	0	14	4	0	0	0	0	0	18
Italy_Sardinia_BA_Nuragic_Nuragic	SARDINIA	Italy	EUROPE_CONTROL	0	10	0	0	0	0	0	0	10
Italy_Sardinia_LBA	SARDINIA	Italy	EUROPE_CONTROL	0	7	0	0	0	0	0	0	7
Italy_Sardinia_ImperialRoman_Roman	SARDINIA	Italy	EUROPE_CONTROL	5	0	0	0	0	0	0	0	5
Italy_Sardinia_LateC	SARDINIA	Italy	EUROPE_CONTROL	0	5	0	0	0	0	0	0	5
Italy_Sardinia_IA_a_IA_b_Punic_Nuragic	SARDINIA	Italy	EUROPE_CONTROL	0	5	0	0	0	0	0	0	5
Italy_Sardinia_C_MonteClaro	SARDINIA	Italy	EUROPE_CONTROL	0	4	0	0	0	0	0	0	4
Italy_Sardinia_C_BA	SARDINIA	Italy	EUROPE_CONTROL	0	3	0	0	0	0	0	0	3
Italy_Sardinia_C	SARDINIA	Italy	EUROPE_CONTROL	0	3	0	0	0	0	0	0	3
Italy_Sardinia_IA_b_Punic_Nuragic	SARDINIA	Italy	EUROPE_CONTROL	0	3	0	0	0	0	0	0	3
Italy_Sardinia_EBA_Nuragic_Nuragic	SARDINIA	Italy	EUROPE_CONTROL	0	2	0	0	0	0	0	0	2
Italy_Sardinia_EarlyMedieval-o	SARDINIA	Italy	EUROPE_CONTROL	2	0	0	0	0	0	0	0	2
Italy_Sardinia_IA_a_IA_b_Punic-2	SARDINIA	Italy	EUROPE_CONTROL	0	2	0	0	0	0	0	0	2
Italy_Sardinia_Medieval	SARDINIA	Italy	EUROPE_CONTROL	2	0	0	0	0	0	0	0	2
Italy_Sardinia_MBA	SARDINIA	Italy	EUROPE_CONTROL	0	2	0	0	0	0	0	0	2
Italy_Sardinia_Roman_IA_c_Punic_IA_d_Nuragic	SARDINIA	Italy	EUROPE_CONTROL	0	2	0	0	0	0	0	0	2
Italy_Sardinia_IA_b_IA_c_Punic_Nuragic-oNorthAfrica	SARDINIA	Italy	EUROPE_CONTROL	0	2	0	0	0	0	0	0	2
Italy_Sardinia_IA_c_Nuragic-1	SARDINIA	Italy	EUROPE_CONTROL	0	1	0	0	0	0	0	0	1
Italy_Lazio_LateAntiquity_Roman-oSardinia	SARDINIA	Italy	EUROPE_CONTROL	1	0	0	0	0	0	0	0	1
Italy_Sardinia_N-o	SARDINIA	Italy	EUROPE_CONTROL	0	1	0	0	0	0	0	0	1
Italy_Sardinia_Phoenician	SARDINIA	Italy	EUROPE_CONTROL	0	1	0	0	0	0	0	0	1
Italy_Sardinia_BA_IA_a_Punic	SARDINIA	Italy	EUROPE_CONTROL	0	1	0	0	0	0	0	0	1
Italy_Sardinia_ImperialRoman	SARDINIA	Italy	EUROPE_CONTROL	1	0	0	0	0	0	0	0	1
Italy_Sardinia_IA_a_Punic	SARDINIA	Italy	EUROPE_CONTROL	0	1	0	0	0	0	0	0	1
Italy_Sardinia_ImperialRoman_Roman-o	SARDINIA	Italy	EUROPE_CONTROL	1	0	0	0	0	0	0	0	1
Italy_Sardinia_EBA_Nuragic	SARDINIA	Italy	EUROPE_CONTROL	0	1	0	0	0	0	0	0	1
Italy_Sardinia_BA_Nuragic_Nuragic-o	SARDINIA	Italy	EUROPE_CONTROL	0	1	0	0	0	0	0	0	1
Italy_Sardinia_IA_Punic-2	SARDINIA	Italy	EUROPE_CONTROL	0	1	0	0	0	0	0	0	1
Italy_Sardinia_Medieval-1	SARDINIA	Italy	EUROPE_CONTROL	1	0	0	0	0	0	0	0	1
Italy_Sardinia_Medieval-2	SARDINIA	Italy	EUROPE_CONTROL	1	0	0	0	0	0	0	0	1
Italy_Sardinia_BA_Nuragic	SARDINIA	Italy	EUROPE_CONTROL	0	1	0	0	0	0	0	0	1
Italy_Sardinia_IA_b_Nuragic-2	SARDINIA	Italy	EUROPE_CONTROL	0	1	0	0	0	0	0	0	1
Italy_Sardinia_IA_a_IA_b_Nuragic-1	SARDINIA	Italy	EUROPE_CONTROL	0	1	0	0	0	0	0	0	1
Italy_Sardinia_IA_b_Nuragic-1	SARDINIA	Italy	EUROPE_CONTROL	0	1	0	0	0	0	0	0	1
Italy_Sardinia_IA_b_IA_c_Nuragic-1	SARDINIA	Italy	EUROPE_CONTROL	0	1	0	0	0	0	0	0	1
Italy_Sardinia_IA_a_Nuragic-1	SARDINIA	Italy	EUROPE_CONTROL	0	1	0	0	0	0	0	0	1
Italy_Sardinia_EarlyMedieval	SARDINIA	Italy	EUROPE_CONTROL	1	0	0	0	0	0	0	0	1
Italy_Sardinia_TusciaUmbria_LateAntiquity_ImperialRoman	SARDINIA	Italy	EUROPE_CONTROL	1	0	0	0	0	0	0	0	1
Italy_Sardinia_N-oAfrica	SARDINIA	Italy	EUROPE_CONTROL	0	1	0	0	0	0	0	0	1
Italy_Sardinia_IA-2	SARDINIA	Italy	EUROPE_CONTROL	0	1	0	0	0	0	0	0	1
Italy_Sardinia_Roman_IA_c_Punic_Nuragic-oNorthAfrica	SARDINIA	Italy	EUROPE_CONTROL	0	1	0	0	0	0	0	0	1
Italy_Sardinia_IA_b_IA_c_Punic_Nuragic	SARDINIA	Italy	EUROPE_CONTROL	0	1	0	0	0	0	0	0	1
Italy_Sardinia_IA_c_Punic_Nuragic	SARDINIA	Italy	EUROPE_CONTROL	0	1	0	0	0	0	0	0	1
Italy_Sardinia_SouthwestMatoGrosso_Punic_ImperialRoman_Nuragic-oCaucasus	SARDINIA	Italy	EUROPE_CONTROL	1	0	0	0	0	0	0	0	1
Italy_Sardinia_Roman_IA_c_Punic_Nuragic-oAfrica	SARDINIA	Italy	EUROPE_CONTROL	0	1	0	0	0	0	0	0	1
Italy_Sardinia_Punic_IA_d_ImperialRoman_Nuragic-oEurope	SARDINIA	Italy	EUROPE_CONTROL	0	1	0	0	0	0	0	0	1
Italy_Sardinia_Roman_IA_c_Punic_IA_d_Nuragic-oNorthAfrica	SARDINIA	Italy	EUROPE_CONTROL	0	1	0	0	0	0	0	0	1
Italy_Sardinia_Roman_IA_c_Punic_Nuragic-oEurope	SARDINIA	Italy	EUROPE_CONTROL	0	1	0	0	0	0	0	0	1
Italy_Sardinia_Roman_IA_c_Punic_Nuragic-oLevant	SARDINIA	Italy	EUROPE_CONTROL	0	1	0	0	0	0	0	0	1
Italy_Sardinia_MBA-o	SARDINIA	Italy	EUROPE_CONTROL	0	1	0	0	0	0	0	0	1
Italy_Sardinia_LateAntiquity	SARDINIA	Italy	EUROPE_CONTROL	1	0	0	0	0	0	0	0	1
Italy_Sardinia_AngheluRuju_MBA	SARDINIA	Italy	EUROPE_CONTROL	0	1	0	0	0	0	0	0	1
Italy_Sardinia_Punic_IA_d_ImperialRoman_Nuragic	SARDINIA	Italy	EUROPE_CONTROL	0	1	0	0	0	0	0	0	1
Italy_Sardinia_N_EBA	SARDINIA	Italy	EUROPE_CONTROL	0	1	0	0	0	0	0	0	1
Italy_Sicily_Himera_IA_b_Greek	SICILY	Italy	EUROPE_CONTROL	0	30	0	0	0	0	0	0	30
Italy_Sicily_IA_a_IA_b_Sicani	SICILY	Italy	EUROPE_CONTROL	0	25	0	0	0	0	0	0	25
Italy_Sicily_EBA	SICILY	Italy	EUROPE_CONTROL	0	14	0	0	0	0	0	0	14
Italy_Sicily_IA_b_IA_c_Punic	SICILY	Italy	EUROPE_CONTROL	0	13	0	0	0	0	0	0	13
Italy_Sicily_IA_b_Punic	SICILY	Italy	EUROPE_CONTROL	0	12	0	0	0	0	0	0	12
Italy_Sicily_Epigravettian	SICILY	Italy	EUROPE_CONTROL	0	0	7	3	0	0	0	0	10
Italy_Sicily_MN	SICILY	Italy	EUROPE_CONTROL	0	1	7	0	0	0	0	0	8
Italy_Sicily_IA_a_IA_b_Punic	SICILY	Italy	EUROPE_CONTROL	0	8	0	0	0	0	0	0	8
Italy_Sicily_ImperialRoman_Sicilia	SICILY	Italy	EUROPE_CONTROL	8	0	0	0	0	0	0	0	8
Italy_Sicily_IA_c_Punic_IA_d	SICILY	Italy	EUROPE_CONTROL	0	6	0	0	0	0	0	0	6
Italy_Sicily_IA_c_Punic	SICILY	Italy	EUROPE_CONTROL	0	6	0	0	0	0	0	0	6
Italy_Sicily_N_Stentinello	SICILY	Italy	EUROPE_CONTROL	0	0	4	0	0	0	0	0	4
Italy_Sicily_LBA	SICILY	Italy	EUROPE_CONTROL	0	4	0	0	0	0	0	0	4
Italy_Sicily_MBA	SICILY	Italy	EUROPE_CONTROL	0	4	0	0	0	0	0	0	4
Italy_Sicily_Mesolithic	SICILY	Italy	EUROPE_CONTROL	0	0	3	0	0	0	0	0	3
Italy_Sicily_Himera_IA_b_Greek-oAegean	SICILY	Italy	EUROPE_CONTROL	0	3	0	0	0	0	0	0	3
Italy_Sicily_Punic_IA_d	SICILY	Italy	EUROPE_CONTROL	0	3	0	0	0	0	0	0	3
Italy_Sicily_MBA-3	SICILY	Italy	EUROPE_CONTROL	0	2	0	0	0	0	0	0	2
Italy_Sicily_MBA-2	SICILY	Italy	EUROPE_CONTROL	0	2	0	0	0	0	0	0	2
Italy_Sicily_LateAntiquity_ImperialRoman_Sicilia	SICILY	Italy	EUROPE_CONTROL	2	0	0	0	0	0	0	0	2
Italy_Sicily_IA_b_Punic-oEurope	SICILY	Italy	EUROPE_CONTROL	0	2	0	0	0	0	0	0	2
Italy_Sicily_LBA_IA_a_Punic	SICILY	Italy	EUROPE_CONTROL	0	1	0	0	0	0	0	0	1
Italy_Sicily_C-o	SICILY	Italy	EUROPE_CONTROL	0	1	0	0	0	0	0	0	1
Italy_Sicily_EBA-2	SICILY	Italy	EUROPE_CONTROL	0	1	0	0	0	0	0	0	1
Italy_Sicily_BellBeaker	SICILY	Italy	EUROPE_CONTROL	0	1	0	0	0	0	0	0	1
Italy_Sicily_EBA-1	SICILY	Italy	EUROPE_CONTROL	0	1	0	0	0	0	0	0	1
Italy_Sicily_EN	SICILY	Italy	EUROPE_CONTROL	0	0	1	0	0	0	0	0	1
Italy_Sicily_Roman_Punic	SICILY	Italy	EUROPE_CONTROL	0	1	0	0	0	0	0	0	1
Italy_Sicily_Himera_IA_b_Greek-1	SICILY	Italy	EUROPE_CONTROL	0	1	0	0	0	0	0	0	1
Italy_Sicily_IA_d_ImperialRoman_Sicilia	SICILY	Italy	EUROPE_CONTROL	1	0	0	0	0	0	0	0	1
Italy_Sicily_MBA-oAfrica	SICILY	Italy	EUROPE_CONTROL	0	1	0	0	0	0	0	0	1
Italy_Sicily_BA_IA_Unknown	SICILY	Italy	EUROPE_CONTROL	0	1	0	0	0	0	0	0	1
Italy_Sicily_LatePunic	SICILY	Italy	EUROPE_CONTROL	0	1	0	0	0	0	0	0	1
Italy_Sicily_Roman_LateAntiquity_Sicilia	SICILY	Italy	EUROPE_CONTROL	1	0	0	0	0	0	0	0	1
Italy_Sicily_IA_b_Punic-oAfrica	SICILY	Italy	EUROPE_CONTROL	0	1	0	0	0	0	0	0	1
Italy_Sicily_Himera_IA_b_Greek-oNorthEurope	SICILY	Italy	EUROPE_CONTROL	0	1	0	0	0	0	0	0	1
Italy_Sicily_Epigravettian_HG	SICILY	Italy	EUROPE_CONTROL	0	0	0	1	0	0	0	0	1
Italy_Sicily_Himera_IA_b_Greek-oEast	SICILY	Italy	EUROPE_CONTROL	0	1	0	0	0	0	0	0	1
