sample_id	master_id	group_id	population	region	subregion	layer	role
I7782.AG	I7782	Russia_Irkutsk_N_Angara	Russia_Irkutsk_N_Angara	EUROPE_CONTROL	Eastern_Europe	T1	CONTROL
I7796.AG	I7796	Italy_Sicily_EBA	Italy_Sicily_EBA	EUROPE_CONTROL	Southern_Europe	T1	CONTROL
I7800.AG	I7800	Italy_Sicily_EBA	Italy_Sicily_EBA	EUROPE_CONTROL	Southern_Europe	T1	CONTROL
I7807.AG	I7807	Italy_Sicily_EBA	Italy_Sicily_EBA	EUROPE_CONTROL	Southern_Europe	T1	CONTROL
I7833.AG	I7833	Greece_Achaia_LateAntiquity_ImperialRoman	Greece_Achaia_LateAntiquity_ImperialRoman	EUROPE_CONTROL	Southern_Europe	T0	CONTROL
I7862_d.AG	I7862	Moldova_MBA	Moldova_MBA	EUROPE_CONTROL	Eastern_Europe	T1	CONTROL
NIK001.AG	NIK001	Russia_Yaroslavl_EMBA	Russia_Yaroslavl_EMBA	EUROPE_CONTROL	Eastern_Europe	T1	CONTROL
I7867.AG	I7867	Serbia_EN_Starcevo	Serbia_EN_Starcevo	EUROPE_CONTROL	Balkans	T2	CONTROL
I7868.AG	I7868	Serbia_EN_Starcevo	Serbia_EN_Starcevo	EUROPE_CONTROL	Balkans	T2	CONTROL
I7869.AG	I7869	Serbia_MN_StarcevoCris	Serbia_MN_StarcevoCris	EUROPE_CONTROL	Balkans	T2	CONTROL
I7889.AG	I7889	Slovakia_Yamnaya	Slovakia_Yamnaya	EUROPE_CONTROL	Central_Europe	T1	CONTROL
I7890.AG	I7890	Slovakia_EBA_Yamnaya	Slovakia_EBA_Yamnaya	EUROPE_CONTROL	Central_Europe	T1	CONTROL
I7891.AG	I7891	Slovakia_Yamnaya	Slovakia_Yamnaya	EUROPE_CONTROL	Central_Europe	T1	CONTROL
I7892.AG	I7892	Slovakia_N_LBK	Slovakia_N_LBK	EUROPE_CONTROL	Central_Europe	T2	CONTROL
I7893.AG	I7893	Slovakia_N_LBK	Slovakia_N_LBK	EUROPE_CONTROL	Central_Europe	T2	CONTROL
I7894.AG	I7894	Slovakia_N_LBK	Slovakia_N_LBK	EUROPE_CONTROL	Central_Europe	T2	CONTROL
I7895.AG	I7895	Slovakia_N_LBK	Slovakia_N_LBK	EUROPE_CONTROL	Central_Europe	T2	CONTROL
I7896.AG	I7896	Slovakia_N_LBK	Slovakia_N_LBK	EUROPE_CONTROL	Central_Europe	T2	CONTROL
I7920.AG	I7920	Moldova_Eneolithic_Trypillia	Moldova_Eneolithic_Trypillia	EUROPE_CONTROL	Eastern_Europe	T1	CONTROL
I7921.AG	I7921	Ukraine_Ternopil_Eneolithic_Trypillia	Ukraine_Ternopil_Eneolithic_Trypillia	EUROPE_CONTROL	Eastern_Europe	T1	CONTROL
I7934.AG	I7934	Kenya_Swahili	Kenya_Swahili	EAST_AFRICA	East_Africa	T0	OUTGROUP
I7939.AG	I7939	Kenya_Swahili	Kenya_Swahili	EAST_AFRICA	East_Africa	T0	OUTGROUP
I7941.AG	I7941	Kenya_Swahili	Kenya_Swahili	EAST_AFRICA	East_Africa	T0	OUTGROUP
I7942.AG	I7942	Kenya_Swahili	Kenya_Swahili	EAST_AFRICA	East_Africa	T0	OUTGROUP
I7943.AG	I7943	Kenya_Swahili	Kenya_Swahili	EAST_AFRICA	East_Africa	T0	OUTGROUP
I7944.AG	I7944	Tanzania_Swahili	Tanzania_Swahili	EAST_AFRICA	East_Africa	T0	OUTGROUP
I7949.AG	I7949	Czechia_BA_Veterov1-2	Czechia_BA_Veterov1-2	EUROPE_CONTROL	Central_Europe	T1	CONTROL
I7950.AG	I7950	Czechia_N-oWHG	Czechia_N-oWHG	EUROPE_CONTROL	Central_Europe	T1	CONTROL
I7951.AG	I7951	Czechia_N-oWHG	Czechia_N-oWHG	EUROPE_CONTROL	Central_Europe	T2	CONTROL
I7952.AG	I7952	Czechia_N	Czechia_N	EUROPE_CONTROL	Central_Europe	T2	CONTROL
I7953.AG	I7953	Czechia_IA	Czechia_IA	EUROPE_CONTROL	Central_Europe	T1	CONTROL
I7958.AG	I7958	Czechia_EBA_Unetice	Czechia_EBA_Unetice	EUROPE_CONTROL	Central_Europe	T1	CONTROL
I7959.AG	I7959	Czechia_EBA_Unetice	Czechia_EBA_Unetice	EUROPE_CONTROL	Central_Europe	T1	CONTROL
I7960.AG	I7960	Czechia_EBA_Unetice	Czechia_EBA_Unetice	EUROPE_CONTROL	Central_Europe	T1	CONTROL
I7962.AG	I7962	Czechia_EBA_Unetice	Czechia_EBA_Unetice	EUROPE_CONTROL	Central_Europe	T1	CONTROL
I7963.AG	I7963	Czechia_EBA_Unetice	Czechia_EBA_Unetice	EUROPE_CONTROL	Central_Europe	T1	CONTROL
I7965.AG	I7965	DominicanRepublic_Samana_Ceramic	DominicanRepublic_Samana_Ceramic	OUTGROUP	Other	T0	OUTGROUP
I7966.AG	I7966	DominicanRepublic_Samana_Ceramic	DominicanRepublic_Samana_Ceramic	OUTGROUP	Other	T0	OUTGROUP
I7967.AG	I7967	DominicanRepublic_Samana_Ceramic	DominicanRepublic_Samana_Ceramic	OUTGROUP	Other	T0	OUTGROUP
I7968.AG	I7968	DominicanRepublic_Samana_Ceramic	DominicanRepublic_Samana_Ceramic	OUTGROUP	Other	T0	OUTGROUP
I7969.AG	I7969	DominicanRepublic_LateCeramic	DominicanRepublic_LateCeramic	OUTGROUP	Other	T0	OUTGROUP
I7970.AG	I7970	DominicanRepublic_LateCeramic	DominicanRepublic_LateCeramic	OUTGROUP	Other	T0	OUTGROUP
I7971.AG	I7971	DominicanRepublic_LateCeramic	DominicanRepublic_LateCeramic	OUTGROUP	Other	T0	OUTGROUP
I7973.AG	I7973	DominicanRepublic_Ceramic	DominicanRepublic_Ceramic	OUTGROUP	Other	T0	OUTGROUP
I7974.AG	I7974	DominicanRepublic_Ceramic	DominicanRepublic_Ceramic	OUTGROUP	Other	T0	OUTGROUP
I7976.AG	I7976	DominicanRepublic_Ceramic	DominicanRepublic_Ceramic	OUTGROUP	Other	T0	OUTGROUP
I7983.AG	I7983	France_Megalithic_MN	France_Megalithic_MN	EUROPE_CONTROL	NW_Europe	T2	CONTROL
I7987.AG	I7987	France_Megalithic_MN	France_Megalithic_MN	EUROPE_CONTROL	NW_Europe	T2	CONTROL
I8019.AG	I8019	France_Megalithic_MN	France_Megalithic_MN	EUROPE_CONTROL	NW_Europe	T2	CONTROL
I8025.AG	I8025	France_Megalithic_MN	France_Megalithic_MN	EUROPE_CONTROL	NW_Europe	T2	CONTROL
I8038.AG	I8038	Italy_Sicily_IA_b_IA_c_Punic	Italy_Sicily_IA_b_IA_c_Punic	EUROPE_CONTROL	Southern_Europe	T1	CONTROL
I8039.AG	I8039	Italy_Sicily_IA_b_IA_c_Punic	Italy_Sicily_IA_b_IA_c_Punic	EUROPE_CONTROL	Southern_Europe	T1	CONTROL
I8041.AG	I8041	Belize_Archaic_4000BP_Maya	Belize_Archaic_4000BP_Maya	OUTGROUP	Americas	T1	OUTGROUP
I8045.AG	I8045	Portugal_MBA	Portugal_MBA	IBERIA	Iberia	T1	TARGET
I8048.AG	I8048	Spain_C	Spain_C	IBERIA	Iberia	T1	TARGET
I8055.AG	I8055	France_Megalithic_MN	France_Megalithic_MN	EUROPE_CONTROL	NW_Europe	T1	CONTROL
I8071.AG	I8071	Taiwan_IA	Taiwan_IA	OUTGROUP	East_Asia	T0	OUTGROUP
I8074.AG	I8074	Taiwan_IA	Taiwan_IA	OUTGROUP	East_Asia	T0	OUTGROUP
I8075.AG	I8075	Taiwan_IA	Taiwan_IA	OUTGROUP	East_Asia	T0	OUTGROUP
I8076.AG	I8076	Taiwan_IA	Taiwan_IA	OUTGROUP	East_Asia	T0	OUTGROUP
I8078.AG	I8078	Taiwan_IA	Taiwan_IA	OUTGROUP	East_Asia	T0	OUTGROUP
I8079.AG	I8079	Taiwan_IA	Taiwan_IA	OUTGROUP	East_Asia	T0	OUTGROUP
I8080.AG	I8080	Taiwan_IA	Taiwan_IA	OUTGROUP	East_Asia	T0	OUTGROUP
I8081.AG	I8081	Taiwan_IA	Taiwan_IA	OUTGROUP	East_Asia	T0	OUTGROUP
I8086.AG	I8086	USA_Maryland_Historic_AfricanAmerican	USA_Maryland_Historic_AfricanAmerican	OUTGROUP	Americas	T0	OUTGROUP
I8087.AG	I8087	USA_Maryland_Historic_AfricanAmerican	USA_Maryland_Historic_AfricanAmerican	OUTGROUP	Americas	T0	OUTGROUP
I8088.AG	I8088	USA_Maryland_Historic_AfricanAmerican-oHighEuropean	USA_Maryland_Historic_AfricanAmerican-oHighEuropean	OUTGROUP	Americas	T0	OUTGROUP
I8089.AG	I8089	USA_Maryland_Historic_AfricanAmerican	USA_Maryland_Historic_AfricanAmerican	OUTGROUP	Americas	T0	OUTGROUP
I8090_d.AG	I8090	USA_Maryland_Historic_AfricanAmerican	USA_Maryland_Historic_AfricanAmerican	OUTGROUP	Americas	T0	OUTGROUP
I8091.AG	I8091	USA_Maryland_Historic_AfricanAmerican-oHighEuropean	USA_Maryland_Historic_AfricanAmerican-oHighEuropean	OUTGROUP	Americas	T0	OUTGROUP
I8092.AG	I8092	USA_Maryland_Historic_AfricanAmerican	USA_Maryland_Historic_AfricanAmerican	OUTGROUP	Americas	T0	OUTGROUP
I8104.AG	I8104	Serbia_EN_Starcevo	Serbia_EN_Starcevo	EUROPE_CONTROL	Balkans	T2	CONTROL
I8105.AG	I8105	Serbia_EN_Starcevo	Serbia_EN_Starcevo	EUROPE_CONTROL	Balkans	T2	CONTROL
I8109.AG	I8109	Serbia_EN_Starcevo	Serbia_EN_Starcevo	EUROPE_CONTROL	Balkans	T2	CONTROL
I8112.AG	I8112	NorthMacedonia_IA	NorthMacedonia_IA	EUROPE_CONTROL	Balkans	T1	CONTROL
I8113.AG	I8113	DominicanRepublic_Ceramic	DominicanRepublic_Ceramic	OUTGROUP	Other	T0	OUTGROUP
I8116.AG	I8116	Serbia_EN_Starcevo-o	Serbia_EN_Starcevo-o	EUROPE_CONTROL	Balkans	T2	CONTROL
I8117.AG	I8117	Serbia_EN_Starcevo	Serbia_EN_Starcevo	EUROPE_CONTROL	Balkans	T2	CONTROL
I8118.AG	I8118	DominicanRepublic_Ceramic	DominicanRepublic_Ceramic	OUTGROUP	Other	T0	OUTGROUP
I8121.AG	I8121	DominicanRepublic_Ceramic	DominicanRepublic_Ceramic	OUTGROUP	Other	T0	OUTGROUP
I8122.AG	I8122	DominicanRepublic_Ceramic	DominicanRepublic_Ceramic	OUTGROUP	Other	T0	OUTGROUP
I8130.AG	I8130	Spain_Mesolithic	Spain_Mesolithic	IBERIA	Iberia	T2	TARGET
I8131.AG	I8131	Spain_C	Spain_C	IBERIA	Iberia	T1	TARGET
I8132.AG	I8132	Spain_C	Spain_C	IBERIA	Iberia	T1	TARGET
I8135.AG	I8135	Spain_Punic	Spain_Punic	IBERIA	Iberia	T1	TARGET
I8136.AG	I8136	Spain_MBA	Spain_MBA	IBERIA	Iberia	T1	TARGET
I8141.AG	I8141	Spain_C	Spain_C	IBERIA	Iberia	T1	TARGET
I8144.AG	I8144	Spain_EBA	Spain_EBA	IBERIA	Iberia	T1	TARGET
I8145.AG	I8145	Spain_NazariPeriod_LateMuslim	Spain_NazariPeriod_LateMuslim	IBERIA	Iberia	T0	TARGET
I8146.AG	I8146	Spain_NazariPeriod_LateMuslim	Spain_NazariPeriod_LateMuslim	IBERIA	Iberia	T0	TARGET
I8147.AG	I8147	Spain_NazariPeriod_LateMuslim	Spain_NazariPeriod_LateMuslim	IBERIA	Iberia	T0	TARGET
I8148.AG	I8148	Spain_C	Spain_C	IBERIA	Iberia	T1	TARGET
I8149.AG	I8149	Spain_C	Spain_C	IBERIA	Iberia	T1	TARGET
I8150.AG	I8150	Spain_C	Spain_C	IBERIA	Iberia	T1	TARGET
I8153.AG	I8153	Spain_C	Spain_C	IBERIA	Iberia	T1	TARGET
I8154.AG	I8154	Spain_C	Spain_C	IBERIA	Iberia	T1	TARGET
I8156.AG	I8156	Spain_C	Spain_C	IBERIA	Iberia	T1	TARGET
I8157.AG	I8157	Spain_C	Spain_C	IBERIA	Iberia	T1	TARGET
I8158.AG	I8158	Spain_C	Spain_C	IBERIA	Iberia	T1	TARGET
I8187.AG	I8187	Israel_MLBA	Israel_MLBA	LEVANT	Levant	T1	TARGET
I8188.AG	I8188	Israel_MLBA	Israel_MLBA	LEVANT	Levant	T1	TARGET
I1796.AG	I1796	Pakistan_IA	Pakistan_IA	OUTGROUP	South_Asia	T1	OUTGROUP
I8193.AG	I8193	Pakistan_IA	Pakistan_IA	OUTGROUP	South_Asia	T1	OUTGROUP
I8194.AG	I8194	Pakistan_IA	Pakistan_IA	OUTGROUP	South_Asia	T1	OUTGROUP
I8197.AG	I8197	Spain_C	Spain_C	IBERIA	Iberia	T1	TARGET
I8198.AG	I8198	Spain_C	Spain_C	IBERIA	Iberia	T1	TARGET
I8199.AG	I8199	Spain_C	Spain_C	IBERIA	Iberia	T1	TARGET
I8202.AG	I8202	Spain_ImperialRoman-oLocal	Spain_ImperialRoman-oLocal	IBERIA	Iberia	T0	TARGET
I8203.AG	I8203	Spain_LateArchaic_Classical_Hellenistic-oLocal	Spain_LateArchaic_Classical_Hellenistic-oLocal	IBERIA	Iberia	T1	TARGET
I8204.AG	I8204	Spain_LateArchaic_Classical_Hellenistic-oMixedDup	Spain_LateArchaic_Classical_Hellenistic-oMixedDup	IBERIA	Iberia	T1	TARGET
I8205.AG	I8205	Spain_LateArchaic_Classical_Hellenistic-oAegean	Spain_LateArchaic_Classical_Hellenistic-oAegean	IBERIA	Iberia	T1	TARGET
I8206.AG	I8206	Spain_LateArchaic_Classical_Hellenistic-oLocal	Spain_LateArchaic_Classical_Hellenistic-oLocal	IBERIA	Iberia	T1	TARGET
I8208.AG	I8208	Spain_LateArchaic_Classical_Hellenistic-oAegean	Spain_LateArchaic_Classical_Hellenistic-oAegean	IBERIA	Iberia	T1	TARGET
I8209.AG	I8209	Spain_Classical_Greek	Spain_Classical_Greek	IBERIA	Iberia	T1	TARGET
I8210.AG	I8210	Spain_LateArchaic_Classical_Hellenistic	Spain_LateArchaic_Classical_Hellenistic	IBERIA	Iberia	T1	TARGET
I8211.AG	I8211	Spain_LateArchaic_Classical_Hellenistic	Spain_LateArchaic_Classical_Hellenistic	IBERIA	Iberia	T1	TARGET
I8212.AG	I8212	Spain_LateArchaic_Classical_Hellenistic	Spain_LateArchaic_Classical_Hellenistic	IBERIA	Iberia	T1	TARGET
I8213.AG	I8213	Spain_LateArchaic_Classical_Hellenistic	Spain_LateArchaic_Classical_Hellenistic	IBERIA	Iberia	T1	TARGET
I8214.AG	I8214	Spain_LateArchaic_Classical_Hellenistic	Spain_LateArchaic_Classical_Hellenistic	IBERIA	Iberia	T1	TARGET
I8215.AG	I8215	Spain_Classical_Greek-oAegean	Spain_Classical_Greek-oAegean	IBERIA	Iberia	T1	TARGET
I8216.AG	I8216	Spain_ImperialRoman-oMixed	Spain_ImperialRoman-oMixed	IBERIA	Iberia	T0	TARGET
I8218.AG	I8218	Pakistan_Historic_H	Pakistan_Historic_H	OUTGROUP	South_Asia	T0	OUTGROUP
I8219.AG	I8219	Pakistan_IA	Pakistan_IA	OUTGROUP	South_Asia	T1	OUTGROUP
I8220.AG	I8220	Pakistan_Historic_H	Pakistan_Historic_H	OUTGROUP	South_Asia	T1	OUTGROUP
I8235.AG	I8235	Mexico_Tayopa_1000BP	Mexico_Tayopa_1000BP	OUTGROUP	Americas	T0	OUTGROUP
I8236.AG	I8236	Mexico_Tayopa_1000BP	Mexico_Tayopa_1000BP	OUTGROUP	Americas	T0	OUTGROUP
I8237.AG	I8237	Mexico_Tayopa_1000BP	Mexico_Tayopa_1000BP	OUTGROUP	Americas	T0	OUTGROUP
I8238.AG	I8238	Mexico_Tayopa_1000BP	Mexico_Tayopa_1000BP	OUTGROUP	Americas	T0	OUTGROUP
I8239.AG	I8239	Mexico_Tayopa_1000BP	Mexico_Tayopa_1000BP	OUTGROUP	Americas	T0	OUTGROUP
I8240.AG	I8240	Mexico_Tayopa_1000BP	Mexico_Tayopa_1000BP	OUTGROUP	Americas	T0	OUTGROUP
I8241.AG	I8241	Mexico_Tayopa_1000BP	Mexico_Tayopa_1000BP	OUTGROUP	Americas	T0	OUTGROUP
I8242.AG	I8242	Mexico_600BP_TradicionTrincheras	Mexico_600BP_TradicionTrincheras	OUTGROUP	Americas	T0	OUTGROUP
I8243.AG	I8243	Mexico_600BP_TradicionTrincheras	Mexico_600BP_TradicionTrincheras	OUTGROUP	Americas	T0	OUTGROUP
I8245.AG	I8245	Pakistan_Historic_H	Pakistan_Historic_H	OUTGROUP	South_Asia	T1	OUTGROUP
I8246.AG	I8246	Pakistan_IA	Pakistan_IA	OUTGROUP	South_Asia	T1	OUTGROUP
I8280.AG	I8280	Russia_Kurgan_N	Russia_Kurgan_N	EUROPE_CONTROL	Eastern_Europe	T2	CONTROL
I8283.AG	I8283	Russia_Samara_Eneolithic_Ekaterinovka	Russia_Samara_Eneolithic_Ekaterinovka	EUROPE_CONTROL	Eastern_Europe	T2	CONTROL
I8284.AG	I8284	Russia_Samara_Eneolithic_Ekaterinovka	Russia_Samara_Eneolithic_Ekaterinovka	EUROPE_CONTROL	Eastern_Europe	T2	CONTROL
I8285.AG	I8285	Russia_Samara_Eneolithic_Ekaterinovka-o	Russia_Samara_Eneolithic_Ekaterinovka-o	EUROPE_CONTROL	Eastern_Europe	T2	CONTROL
I8288.AG	I8288	Russia_Samara_Eneolithic_Ekaterinovka	Russia_Samara_Eneolithic_Ekaterinovka	EUROPE_CONTROL	Eastern_Europe	T2	CONTROL
I8289.AG	I8289	Russia_Samara_Eneolithic_Ekaterinovka	Russia_Samara_Eneolithic_Ekaterinovka	EUROPE_CONTROL	Eastern_Europe	T2	CONTROL
I8290.AG	I8290	Russia_Samara_Eneolithic_Ekaterinovka	Russia_Samara_Eneolithic_Ekaterinovka	EUROPE_CONTROL	Eastern_Europe	T2	CONTROL
I8291.AG	I8291	Russia_Samara_EBA_Yamnaya	Russia_Samara_EBA_Yamnaya	EUROPE_CONTROL	Eastern_Europe	T1	CONTROL
I8292.AG	I8292	Russia_Mordovia_Eneolithic_Ekaterinovka	Russia_Mordovia_Eneolithic_Ekaterinovka	EUROPE_CONTROL	Eastern_Europe	T1	CONTROL
I8294.AG	I8294	Russia_Chukotka_OldBeringSea	Russia_Chukotka_OldBeringSea	EUROPE_CONTROL	Eastern_Europe	T0	CONTROL
I8295.AG	I8295	Russia_Irkutsk_N_Angara-o	Russia_Irkutsk_N_Angara-o	EUROPE_CONTROL	Eastern_Europe	T1	CONTROL
I8296.AG	I8296	Russia_Irkutsk_N_Angara	Russia_Irkutsk_N_Angara	EUROPE_CONTROL	Eastern_Europe	T1	CONTROL
I8298.AG	I8298	Russia_Irkutsk_N_Angara	Russia_Irkutsk_N_Angara	EUROPE_CONTROL	Eastern_Europe	T1	CONTROL
I8338.AG	I8338	Spain_ImperialRoman-oAegean	Spain_ImperialRoman-oAegean	IBERIA	Iberia	T0	TARGET
I8339.AG	I8339	Spain_ImperialRoman-oLocal	Spain_ImperialRoman-oLocal	IBERIA	Iberia	T0	TARGET
I8340.AG	I8340	Spain_LateArchaic_Classical_Hellenistic	Spain_LateArchaic_Classical_Hellenistic	IBERIA	Iberia	T1	TARGET
I8341.AG	I8341	Spain_LateArchaic_Classical_Hellenistic	Spain_LateArchaic_Classical_Hellenistic	IBERIA	Iberia	T1	TARGET
I8343.AG	I8343	Spain_Roman_LateAntiquity-oMixed	Spain_Roman_LateAntiquity-oMixed	IBERIA	Iberia	T0	TARGET
I8344.AG	I8344	Spain_LateArchaic_Classical_Hellenistic	Spain_LateArchaic_Classical_Hellenistic	IBERIA	Iberia	T1	TARGET
I8348.AG	I8348	Argentina_Pampas_6800BP	Argentina_Pampas_6800BP	OUTGROUP	Americas	T2	OUTGROUP
I8349.AG	I8349	Argentina_Pampas_6800BP	Argentina_Pampas_6800BP	OUTGROUP	Americas	T2	OUTGROUP
I8350.AG	I8350	Argentina_Pampas_6800BP	Argentina_Pampas_6800BP	OUTGROUP	Americas	T2	OUTGROUP
I8363.AG	I8363	Mexico_600BP_TradicionTrincheras	Mexico_600BP_TradicionTrincheras	OUTGROUP	Americas	T0	OUTGROUP
I8364.AG	I8364	Spain_C	Spain_C	IBERIA	Iberia	T1	TARGET
I8365.AG	I8365	Spain_C	Spain_C	IBERIA	Iberia	T1	TARGET
I8366.AG	I8366	Turkey_Medieval_Byzantine	Turkey_Medieval_Byzantine	OUTGROUP	Anatolia	T0	OUTGROUP
I8367.AG	I8367	Turkey_Medieval_Byzantine	Turkey_Medieval_Byzantine	OUTGROUP	Anatolia	T0	OUTGROUP
I8371.AG	I8371	Turkey_Medieval_Byzantine	Turkey_Medieval_Byzantine	OUTGROUP	Anatolia	T0	OUTGROUP
I8372.AG	I8372	Turkey_LateAntiquity_ImperialRoman-2	Turkey_LateAntiquity_ImperialRoman-2	OUTGROUP	Anatolia	T0	OUTGROUP
NEO193.AG	NEO193	Russia_Eneolithic_Volosovo-Dup	Russia_Eneolithic_Volosovo-Dup	EUROPE_CONTROL	Eastern_Europe	T1	CONTROL
I8407.AG	I8407	Russia_UpperVolga_Eneolithic_Volosovo	Russia_UpperVolga_Eneolithic_Volosovo	EUROPE_CONTROL	Eastern_Europe	T1	CONTROL
NEO183.AG	NEO183	Russia_Eneolithic_Volosovo-Dup	Russia_Eneolithic_Volosovo-Dup	EUROPE_CONTROL	Eastern_Europe	T1	CONTROL
I8409.AG	I8409	Russia_Ivanovo_Eneolithic_Volosovo	Russia_Ivanovo_Eneolithic_Volosovo	EUROPE_CONTROL	Eastern_Europe	T1	CONTROL
NEO186.AG	NEO186	Russia_Ivanovo_LN_Lyalovo-Dup	Russia_Ivanovo_LN_Lyalovo-Dup	EUROPE_CONTROL	Eastern_Europe	T2	CONTROL
I8412.AG	I8412	Russia_Ivanovo_Eneolithic_Volosovo_Lyalovo	Russia_Ivanovo_Eneolithic_Volosovo_Lyalovo	EUROPE_CONTROL	Eastern_Europe	T2	CONTROL
NEO192.AG	NEO192	Russia_Ivanovo_LN_Lyalovo-Dup	Russia_Ivanovo_LN_Lyalovo-Dup	EUROPE_CONTROL	Eastern_Europe	T2	CONTROL
NEO195.AG	NEO195	Russia_Eneolithic_Volosovo-Dup	Russia_Eneolithic_Volosovo-Dup	EUROPE_CONTROL	Eastern_Europe	T2	CONTROL
NEO184.AG	NEO184	Russia_Eneolithic_Lyalovo-Dup	Russia_Eneolithic_Lyalovo-Dup	EUROPE_CONTROL	Eastern_Europe	T1	CONTROL
NEO181.AG	NEO181	Russia_Eneolithic_Volosovo-Dup	Russia_Eneolithic_Volosovo-Dup	EUROPE_CONTROL	Eastern_Europe	T2	CONTROL
NEO187.AG	NEO187	Russia_Eneolithic_Volosovo-Dup	Russia_Eneolithic_Volosovo-Dup	EUROPE_CONTROL	Eastern_Europe	T1	CONTROL
I8429.AG	I8429	Bulgaria_Kairyaka_EBA	Bulgaria_Kairyaka_EBA	EUROPE_CONTROL	Balkans	T1	CONTROL
I8437.AG	I8437	Russia_Ivanovo_Eneolithic_Volosovo	Russia_Ivanovo_Eneolithic_Volosovo	EUROPE_CONTROL	Eastern_Europe	T1	CONTROL
I8438.AG	I8438	Russia_Ivanovo_LN_Lyalovo	Russia_Ivanovo_LN_Lyalovo	EUROPE_CONTROL	Eastern_Europe	T2	CONTROL
I8439.AG	I8439	Russia_Ivanovo_LN_Lyalovo	Russia_Ivanovo_LN_Lyalovo	EUROPE_CONTROL	Eastern_Europe	T2	CONTROL
I8446.AG	I8446	Russia_Samara_Eneolithic	Russia_Samara_Eneolithic	EUROPE_CONTROL	Eastern_Europe	T1	CONTROL
I8447.AG	I8447	Russia_Samara_Eneolithic	Russia_Samara_Eneolithic	EUROPE_CONTROL	Eastern_Europe	T1	CONTROL
I8448.AG	I8448	Russia_Tatarstan_Eneolithic	Russia_Tatarstan_Eneolithic	EUROPE_CONTROL	Eastern_Europe	T2	CONTROL
I8449.AG	I8449	Russia_Tatarstan_Eneolithic	Russia_Tatarstan_Eneolithic	EUROPE_CONTROL	Eastern_Europe	T2	CONTROL
I8450.AG	I8450	Russia_Tatarstan_Eneolithic	Russia_Tatarstan_Eneolithic	EUROPE_CONTROL	Eastern_Europe	T2	CONTROL
I8452.AG	I8452	Russia_Tatarstan_Eneolithic	Russia_Tatarstan_Eneolithic	EUROPE_CONTROL	Eastern_Europe	T2	CONTROL
I8453.AG	I8453	Russia_Tatarstan_Eneolithic	Russia_Tatarstan_Eneolithic	EUROPE_CONTROL	Eastern_Europe	T2	CONTROL
I8454.AG	I8454	Russia_Tatarstan_Eneolithic	Russia_Tatarstan_Eneolithic	EUROPE_CONTROL	Eastern_Europe	T2	CONTROL
I8455.AG	I8455	Russia_Tatarstan_Eneolithic	Russia_Tatarstan_Eneolithic	EUROPE_CONTROL	Eastern_Europe	T2	CONTROL
I8456.AG	I8456	Russia_Tatarstan_Eneolithic	Russia_Tatarstan_Eneolithic	EUROPE_CONTROL	Eastern_Europe	T2	CONTROL
I8457.AG	I8457	Russia_Tatarstan_Eneolithic	Russia_Tatarstan_Eneolithic	EUROPE_CONTROL	Eastern_Europe	T2	CONTROL
I8471.AG	I8471	Albania_MBA	Albania_MBA	EUROPE_CONTROL	Balkans	T1	CONTROL
I8474.AG	I8474	Spain_ImperialRoman-oLocal	Spain_ImperialRoman-oLocal	IBERIA	Iberia	T0	TARGET
I8475.AG	I8475	Spain_ImperialRoman-oMixed	Spain_ImperialRoman-oMixed	IBERIA	Iberia	T0	TARGET
I8477.AG	I8477	Russia_Rostov_EBA_Don_Yamnaya	Russia_Rostov_EBA_Don_Yamnaya	EUROPE_CONTROL	Eastern_Europe	T1	CONTROL
I8502.AG	I8502	Turkmenistan_C-1	Turkmenistan_C-1	OUTGROUP	Central_Asia	T1	OUTGROUP
I8503.AG	I8503	Turkmenistan_C	Turkmenistan_C	OUTGROUP	Central_Asia	T1	OUTGROUP
I8504.AG	I8504	Turkmenistan_C	Turkmenistan_C	OUTGROUP	Central_Asia	T1	OUTGROUP
I8505.AG	I8505	Turkmenistan_C	Turkmenistan_C	OUTGROUP	Central_Asia	T1	OUTGROUP
I8506.AG	I8506	Uzbekistan_BA	Uzbekistan_BA	OUTGROUP	Central_Asia	T1	OUTGROUP
I8507.AG	I8507	Uzbekistan_BA	Uzbekistan_BA	OUTGROUP	Central_Asia	T1	OUTGROUP
I8508.AG	I8508	Uzbekistan_N	Uzbekistan_N	OUTGROUP	Central_Asia	T2	OUTGROUP
I8510.AG	I8510	Turkmenistan_C	Turkmenistan_C	OUTGROUP	Central_Asia	T1	OUTGROUP
I8524.AG	I8524	Turkmenistan_C	Turkmenistan_C	OUTGROUP	Central_Asia	T1	OUTGROUP
I8525.AG	I8525	Turkmenistan_C	Turkmenistan_C	OUTGROUP	Central_Asia	T1	OUTGROUP
I8526.AG	I8526	Turkmenistan_C	Turkmenistan_C	OUTGROUP	Central_Asia	T1	OUTGROUP
I8527.AG	I8527	Turkmenistan_C	Turkmenistan_C	OUTGROUP	Central_Asia	T1	OUTGROUP
I8528.AG	I8528	Turkmenistan_C	Turkmenistan_C	OUTGROUP	Central_Asia	T1	OUTGROUP
I8529.AG	I8529	Turkmenistan_C	Turkmenistan_C	OUTGROUP	Central_Asia	T1	OUTGROUP
I8530.AG	I8530	Turkmenistan_C	Turkmenistan_C	OUTGROUP	Central_Asia	T1	OUTGROUP
I8531.AG	I8531	Turkmenistan_C	Turkmenistan_C	OUTGROUP	Central_Asia	T1	OUTGROUP
