sample_id	master_id	group_id	population	region	subregion	country	latitude	longitude	date_mean_bp	date_sd_bp	snps_1240k	assessment	layer	role
I2417.AG	I2417	England_BellBeaker-olowEEF	England_BellBeaker-olowEEF	EUROPE_CONTROL	British_Isles	United Kingdom	51.168023	-1.77254	4225	101	824508	PASS	T1	CONTROL
I2428.AG	I2428	Bulgaria_Smyadovo_C	Bulgaria_Smyadovo_C	EUROPE_CONTROL	Balkans	Bulgaria	43.057778	26.983611	6400	87	76847	PASS	T2	CONTROL
I2458.AG	I2458	England_MBA-ohighEEF	England_MBA-ohighEEF	EUROPE_CONTROL	British_Isles	United Kingdom	51.168023	-1.77254	3331	51	824362	PASS	T1	CONTROL
I2461.AG	I2461	England_EBA_C	England_EBA_C	EUROPE_CONTROL	British_Isles	United Kingdom	51.129993	-1.689957	3975	72	784259	PASS	T1	CONTROL
I2462.AG	I2462	England_Thanet_EBA_C-ohighEEF	England_Thanet_EBA_C-ohighEEF	EUROPE_CONTROL	British_Isles	United Kingdom	51.3603	1.3405	3942	59	829830	PASS	T1	CONTROL
I2464.AG	I2464	England_EBA_C	England_EBA_C	EUROPE_CONTROL	British_Isles	United Kingdom	51.15	-1.75	3615	49	54007	PASS	T1	CONTROL
I2477.AG	I2477	Italy_EmiliaRomagna_BellBeaker2-2	Italy_EmiliaRomagna_BellBeaker2-2	EUROPE_CONTROL	Southern_Europe	Italy	44.782419	10.29762	4000	87	796921	PASS	T1	CONTROL
I2509.AG	I2509	Bulgaria_Dzhulyunitsa_C	Bulgaria_Dzhulyunitsa_C	EUROPE_CONTROL	Balkans	Bulgaria	43.16089	25.88341	6350	30	870665	QUESTIONABLE	T2	CONTROL
I2510.AG	I2510	Bulgaria_Dzhulyunitsa_EBA-1	Bulgaria_Dzhulyunitsa_EBA-1	EUROPE_CONTROL	Balkans	Bulgaria	43.16089	25.88341	4794	57	816094	PASS	T1	CONTROL
I2513.AG	I2513	Iran_TepeHissar_C	Iran_TepeHissar_C	OUTGROUP	Iran	Iran	36.1544444	54.3836111	4564	85	647150	QUESTIONABLE	T1	OUTGROUP
I2514.AG	I2514	Iran_TepeHissar_C	Iran_TepeHissar_C	OUTGROUP	Iran	Iran	36.1544444	54.3836111	4347	48	743523	PASS	T1	OUTGROUP
I2519.AG	I2519	Bulgaria_Dzhulyunitsa_C	Bulgaria_Dzhulyunitsa_C	EUROPE_CONTROL	Balkans	Bulgaria	43.16089	25.88341	6237	33	775954	QUESTIONABLE	T2	CONTROL
I2520.AG	I2520	Bulgaria_Dzhulyunitsa_EBA	Bulgaria_Dzhulyunitsa_EBA	EUROPE_CONTROL	Balkans	Bulgaria	43.16089	25.88341	5153	89	790968	PASS	T1	CONTROL
I2525.AG	I2525	Bulgaria_Samovodene_EarlyMedieval-oEastAsia	Bulgaria_Samovodene_EarlyMedieval-oEastAsia	EUROPE_CONTROL	Balkans	Bulgaria	43.139507	25.610236	1014	33	848640	PASS	T0	CONTROL
I2530.AG	I2530	NorthMacedonia_Medieval	NorthMacedonia_Medieval	EUROPE_CONTROL	Balkans	North Macedonia	41.03	21.33	915	31	690646	PASS	T0	CONTROL
I2532.AG	I2532	Romania_Eneolithic-oEEF	Romania_Eneolithic-oEEF	EUROPE_CONTROL	Balkans	Romania	45.466	27.01	7614	30	706515	PASS	T2	CONTROL
I2533.AG	I2533	Romania_Eneolithic-oEEF	Romania_Eneolithic-oEEF	EUROPE_CONTROL	Balkans	Romania	44.27	23.9	7371	32	778625	PASS	T2	CONTROL
I2534.AG	I2534	Romania_Mesolithic	Romania_Mesolithic	EUROPE_CONTROL	Balkans	Romania	44.027196	25.392494	7670	52	432819	PASS	T2	CONTROL
I2557.AG	I2557	Peru_EIP_1350BP	Peru_EIP_1350BP	OUTGROUP	Americas	Peru	-13.9049	-75.6607	1395	46	452042	PASS	T0	OUTGROUP
I2558.AG	I2558	Peru_EIP_1350BP	Peru_EIP_1350BP	OUTGROUP	Americas	Peru	-13.9049	-75.6607	1320	26	327403	PASS	T0	OUTGROUP
I2560.AG	I2560	Peru_MiddleHolocene_950BP	Peru_MiddleHolocene_950BP	OUTGROUP	Americas	Peru	-13.9049	-75.6607	950	36	595962	PASS	T0	OUTGROUP
I2563.AG	I2563	Peru_LIP	Peru_LIP	OUTGROUP	Americas	Peru	-13.754052	-74.225667	650	58	35425	QUESTIONABLE	T0	OUTGROUP
I2566.AG	I2566	England_EBA_C	England_EBA_C	EUROPE_CONTROL	British_Isles	United Kingdom	51.168023	-1.77254	4078	57	488703	PASS	T1	CONTROL
I2567.AG	I2567	Scotland_EBA_C	Scotland_EBA_C	EUROPE_CONTROL	British_Isles	United Kingdom	55.971	-2.444	4018	52	592246	PASS	T1	CONTROL
I2568.AG	I2568	Scotland_EBA_C_mediumhighEEF-omediumhighEEF	Scotland_EBA_C_mediumhighEEF-omediumhighEEF	EUROPE_CONTROL	British_Isles	United Kingdom	55.971	-2.444	4113	68	573521	PASS	T1	CONTROL
I2573.AG	I2573	Scotland_MBA	Scotland_MBA	EUROPE_CONTROL	British_Isles	United Kingdom	55.98	-2.896	3361	53	624937	PASS	T1	CONTROL
I2596.AG	I2596	England_EBA_C-olowEEF	England_EBA_C-olowEEF	EUROPE_CONTROL	British_Isles	United Kingdom	51.168023	-1.77254	4086	61	531077	PASS	T1	CONTROL
I2600.AG	I2600	England_EBA_C	England_EBA_C	EUROPE_CONTROL	British_Isles	United Kingdom	51.129993	-1.689957	3970	56	539127	PASS	T1	CONTROL
I2601.AG	I2601	England_Thanet_EBA_C	England_Thanet_EBA_C	EUROPE_CONTROL	British_Isles	United Kingdom	51.3603	1.3405	3808	60	512085	PASS	T1	CONTROL
I2602.AG	I2602	England_Thanet_EBA_C	England_Thanet_EBA_C	EUROPE_CONTROL	British_Isles	United Kingdom	51.3603	1.3405	3762	48	645377	PASS	T1	CONTROL
I2605.AG	I2605	England_N	England_N	EUROPE_CONTROL	British_Isles	United Kingdom	51.49275	-0.665402	5397	45	623688	PASS	T1	CONTROL
I2609.AG	I2609	England_EBA_C	England_EBA_C	EUROPE_CONTROL	British_Isles	United Kingdom	54.979	-2.123	3848	68	285246	PASS	T1	CONTROL
I2610.AG	I2610	England_EBA_C	England_EBA_C	EUROPE_CONTROL	British_Isles	United Kingdom	54.96268	-1.741556	3783	54	82774	PASS	T1	CONTROL
I2612.AG	I2612	England_EBA_C	England_EBA_C	EUROPE_CONTROL	British_Isles	United Kingdom	54.883	-1.452	4293	71	57985	PASS	T1	CONTROL
I2618.AG	I2618	England_EBA_C	England_EBA_C	EUROPE_CONTROL	British_Isles	United Kingdom	55.058	-2.147	3993	57	648469	PASS	T1	CONTROL
I2630.AG	I2630	Scotland_N	Scotland_N	EUROPE_CONTROL	British_Isles	United Kingdom	58.744956	-2.916882	4471	41	920476	PASS	T1	CONTROL
I2631.AG	I2631	Scotland_N	Scotland_N	EUROPE_CONTROL	British_Isles	United Kingdom	59.225586	-2.56819	4957	76	865882	PASS	T1	CONTROL
I2633.AG	I2633	Scotland_N	Scotland_N	EUROPE_CONTROL	British_Isles	United Kingdom	58.535386	-3.602456	5639	35	736391	QUESTIONABLE	T1	CONTROL
I2635.AG	I2635	Scotland_N	Scotland_N	EUROPE_CONTROL	British_Isles	United Kingdom	58.535385	-3.602456	5523	47	758096	PASS	T1	CONTROL
I2637.AG	I2637	Scotland_N	Scotland_N	EUROPE_CONTROL	British_Isles	United Kingdom	59.353914	-2.8733368	5375	72	839138	PASS	T1	CONTROL
I2639.AG	I2639	England_MBA	England_MBA	EUROPE_CONTROL	British_Isles	United Kingdom	51.168023	-1.77254	3430	26	591838	PASS	T1	CONTROL
I2650.AG	I2650	Scotland_N	Scotland_N	EUROPE_CONTROL	British_Isles	United Kingdom	59.353914	-2.8733368	5375	72	767579	PASS	T1	CONTROL
I2651.AG	I2651	Scotland_N	Scotland_N	EUROPE_CONTROL	British_Isles	United Kingdom	59.353914	-2.8733368	5160	69	781958	PASS	T1	CONTROL
I2653.AG	I2653	Scotland_MBA	Scotland_MBA	EUROPE_CONTROL	British_Isles	United Kingdom	55.98	-2.896	3224	57	577510	PASS	T1	CONTROL
I2654.AG	I2654	Scotland_MBA	Scotland_MBA	EUROPE_CONTROL	British_Isles	United Kingdom	55.98	-2.896	3287	45	530067	PASS	T1	CONTROL
I2655.AG	I2655	Scotland_MBA	Scotland_MBA	EUROPE_CONTROL	British_Isles	United Kingdom	58.23	-6.935	3311	49	827409	PASS	T1	CONTROL
I2659.AG	I2659	Scotland_N	Scotland_N	EUROPE_CONTROL	British_Isles	United Kingdom	56.41	-5.471	5637	31	803285	PASS	T1	CONTROL
I2660.AG	I2660	Scotland_N_mediumlowEEF-omediumlowEEF	Scotland_N_mediumlowEEF-omediumlowEEF	EUROPE_CONTROL	British_Isles	United Kingdom	56.41	-5.471	5394	47	815765	PASS	T1	CONTROL
I2691.AG	I2691	Scotland_N_mediumlowEEF-omediumlowEEF	Scotland_N_mediumlowEEF-omediumlowEEF	EUROPE_CONTROL	British_Isles	United Kingdom	56.41	-5.471	5613	29	782979	PASS	T1	CONTROL
I2692.AG	I2692	Scotland_EIA	Scotland_EIA	EUROPE_CONTROL	British_Isles	United Kingdom	55.988523	-2.480662	2436	80	654987	PASS	T1	CONTROL
I2693.AG	I2693	Scotland_LIA	Scotland_LIA	EUROPE_CONTROL	British_Isles	United Kingdom	55.988523	-2.480662	2060	52	333904	PASS	T1	CONTROL
I2694.AG	I2694	Scotland_LIA_MIA	Scotland_LIA_MIA	EUROPE_CONTROL	British_Isles	United Kingdom	55.988523	-2.480662	2202	73	787990	PASS	T1	CONTROL
I2695.AG	I2695	Scotland_LIA_MIA	Scotland_LIA_MIA	EUROPE_CONTROL	British_Isles	United Kingdom	55.988523	-2.480662	2208	69	461672	PASS	T1	CONTROL
I2696.AG	I2696	Scotland_LIA_MIA	Scotland_LIA_MIA	EUROPE_CONTROL	British_Isles	United Kingdom	55.988523	-2.480662	2165	84	648218	PASS	T1	CONTROL
I2704.AG	I2704	USA_California_LateHolocene_Chumash_Barbareno	USA_California_LateHolocene_Chumash_Barbareno	OUTGROUP	Americas	USA	34.001891	-120.1925	598	31	757571	PASS	T0	OUTGROUP
I2705.AG	I2705	USA_California_LateHolocene_Chumash_Barbareno	USA_California_LateHolocene_Chumash_Barbareno	OUTGROUP	Americas	USA	34.001891	-120.1925	651	35	717036	PASS	T0	OUTGROUP
I2706.AG	I2706	USA_California_LateHolocene_Chumash_Barbareno	USA_California_LateHolocene_Chumash_Barbareno	OUTGROUP	Americas	USA	34.001891	-120.1925	621	40	322002	PASS	T0	OUTGROUP
I2708.AG	I2708	USA_California_3000BP	USA_California_3000BP	OUTGROUP	Americas	USA	34.023298	-120.133396	3225	61	195774	PASS	T1	OUTGROUP
I2709.AG	I2709	USA_California_4900BP	USA_California_4900BP	OUTGROUP	Americas	USA	34.004782	-120.184871	5407	61	345726	PASS	T1	OUTGROUP
I2710.AG	I2710	USA_California_7400BP	USA_California_7400BP	OUTGROUP	Americas	USA	34.004782	-120.184871	7823	59	305125	PASS	T2	OUTGROUP
I2711.AG	I2711	USA_California_7400BP	USA_California_7400BP	OUTGROUP	Americas	USA	34.004782	-120.184871	7369	31	555127	PASS	T2	OUTGROUP
I2712.AG	I2712	USA_California_7400BP	USA_California_7400BP	OUTGROUP	Americas	USA	34.004782	-120.184871	7698	42	49008	PASS	T2	OUTGROUP
I2713.AG	I2713	USA_California_4900BP	USA_California_4900BP	OUTGROUP	Americas	USA	34.004782	-120.184871	5105	113	12812	PASS	T1	OUTGROUP
I2741.AG	I2741	Hungary_EBA_BellBeaker	Hungary_EBA_BellBeaker	EUROPE_CONTROL	Central_Europe	Hungary	47.383224	19.020252	4245	74	864733	PASS	T1	CONTROL
I2743.AG	I2743	Hungary_MN_AVK_Szakalhat	Hungary_MN_AVK_Szakalhat	EUROPE_CONTROL	Central_Europe	Hungary	47.178841	19.860515	7050	115	259308	PASS	T2	CONTROL
I2744.AG	I2744	Hungary_MN_AVK_Szakalhat	Hungary_MN_AVK_Szakalhat	EUROPE_CONTROL	Central_Europe	Hungary	47.178841	19.860515	7050	115	303955	PASS	T2	CONTROL
I2745.AG	I2745	Hungary_MN_AVK_Szakalhat	Hungary_MN_AVK_Szakalhat	EUROPE_CONTROL	Central_Europe	Hungary	47.178841	19.860515	7050	115	203701	PASS	T2	CONTROL
I2746.AG	I2746	Hungary_LN_Tisza	Hungary_LN_Tisza	EUROPE_CONTROL	Central_Europe	Hungary	46.939581	21.20907	6700	144	107309	PASS	T2	CONTROL
I2752.AG	I2752	Hungary_LateC_Baden	Hungary_LateC_Baden	EUROPE_CONTROL	Central_Europe	Hungary	46.78469	17.731714	5175	217	526789	PASS	T1	CONTROL
I2753.AG	I2753	Hungary_LateC_Baden	Hungary_LateC_Baden	EUROPE_CONTROL	Central_Europe	Hungary	46.78469	17.731714	5085	115	862414	PASS	T1	CONTROL
I2754.AG	I2754	Hungary_LateC_Baden	Hungary_LateC_Baden	EUROPE_CONTROL	Central_Europe	Hungary	46.78469	17.731714	5140	96	329354	PASS	T1	CONTROL
I2755.AG	I2755	Hungary_LateC_Baden	Hungary_LateC_Baden	EUROPE_CONTROL	Central_Europe	Hungary	46.78469	17.731714	5175	217	44332	PASS	T1	CONTROL
I2761.AG	I2761	Hungary_LateC_EBA_Yamnaya	Hungary_LateC_EBA_Yamnaya	EUROPE_CONTROL	Central_Europe	Hungary	46.550083	21.183539	4675	87	443529	PASS	T1	CONTROL
I2762.AG	I2762	Hungary_LateC_EBA_Yamnaya	Hungary_LateC_EBA_Yamnaya	EUROPE_CONTROL	Central_Europe	Hungary	47.036196	20.872716	4847	13	656671	PASS	T1	CONTROL
I2763.AG	I2763	Hungary_LateC_Baden	Hungary_LateC_Baden	EUROPE_CONTROL	Central_Europe	Hungary	46.665765	17.270774	5172	81	30701	PASS	T1	CONTROL
I2783.AG	I2783	Hungary_MCHA_Hunyadihalom	Hungary_MCHA_Hunyadihalom	EUROPE_CONTROL	Central_Europe	Hungary	46.334774	19.053945	6010	74	652803	PASS	T2	CONTROL
I2785.AG	I2785	Hungary_LateC_Baden	Hungary_LateC_Baden	EUROPE_CONTROL	Central_Europe	Hungary	47.684976	19.918434	5175	217	589040	PASS	T1	CONTROL
I2787.AG	I2787	Hungary_EBA_BellBeaker	Hungary_EBA_BellBeaker	EUROPE_CONTROL	Central_Europe	Hungary	47.383224	19.020252	4254	75	671016	PASS	T1	CONTROL
I2788.AG	I2788	Hungary_LateC_Protoboleraz	Hungary_LateC_Protoboleraz	EUROPE_CONTROL	Central_Europe	Hungary	47.189141	20.004795	5685	64	818365	PASS	T1	CONTROL
I2789.AG	I2789	Hungary_LateC_Protoboleraz	Hungary_LateC_Protoboleraz	EUROPE_CONTROL	Central_Europe	Hungary	47.189141	20.004795	5650	58	570852	PASS	T1	CONTROL
I2799.AG	I2799	Scotland_LIA	Scotland_LIA	EUROPE_CONTROL	British_Isles	United Kingdom	58.97927	-3.26	2002	45	595801	PASS	T1	CONTROL
I2809.AG	I2809	Russia_Dagestan_EMBA	Russia_Dagestan_EMBA	EUROPE_CONTROL	Eastern_Europe	Russia	42.39	47.32	4279	67	76099	PASS	T1	CONTROL
I2859.AG	I2859	Scotland_LBA	Scotland_LBA	EUROPE_CONTROL	British_Isles	United Kingdom	57.7193	-3.3829	2810	31	808934	PASS	T1	CONTROL
I2860.AG	I2860	Scotland_LBA	Scotland_LBA	EUROPE_CONTROL	British_Isles	United Kingdom	57.7193	-3.3829	2824	35	828887	PASS	T1	CONTROL
I2861.AG	I2861	Scotland_LBA	Scotland_LBA	EUROPE_CONTROL	British_Isles	United Kingdom	57.7193	-3.3829	2843	43	637570	PASS	T1	CONTROL
I2923.AG	I2923	Iran_TepeHissar_C	Iran_TepeHissar_C	OUTGROUP	Iran	Iran	36.1544444	54.3836111	4707	68	583807	PASS	T1	OUTGROUP
I2924.AG	I2924	Iran_TepeHissar_C	Iran_TepeHissar_C	OUTGROUP	Iran	Iran	36.1544444	54.3836111	4715	65	617981	PASS	T1	OUTGROUP
I2925.AG	I2925	Iran_TepeHissar_C	Iran_TepeHissar_C	OUTGROUP	Iran	Iran	36.1544444	54.3836111	4715	65	682246	PASS	T1	OUTGROUP
I2932.AG	I2932	Scotland_N	Scotland_N	EUROPE_CONTROL	British_Isles	United Kingdom	58.744956	-2.916882	4433	60	786415	PASS	T1	CONTROL
I2933.AG	I2933	Scotland_N	Scotland_N	EUROPE_CONTROL	British_Isles	United Kingdom	58.744956	-2.916882	4877	37	735705	PASS	T1	CONTROL
I2934.AG	I2934	Scotland_N	Scotland_N	EUROPE_CONTROL	British_Isles	United Kingdom	58.744956	-2.916882	5138	98	760801	PASS	T1	CONTROL
I2935.AG	I2935	Scotland_N	Scotland_N	EUROPE_CONTROL	British_Isles	United Kingdom	58.744956	-2.916882	5115	107	803563	PASS	T1	CONTROL
I2954.AG	I2954	Pakistan_Historic	Pakistan_Historic	OUTGROUP	South_Asia	Pakistan	34.757005	72.36238	2316	46	5860	CRITICAL	T1	OUTGROUP
I2959.AG	I2959	Pakistan_Medieval_Ghaznavid	Pakistan_Medieval_Ghaznavid	OUTGROUP	South_Asia	Pakistan	34.743194	72.314217	822	54	630331	PASS	T0	OUTGROUP
I2977.AG	I2977	Scotland_N	Scotland_N	EUROPE_CONTROL	British_Isles	United Kingdom	58.744956	-2.916882	4843	40	780606	PASS	T1	CONTROL
I2978.AG	I2978	Scotland_N	Scotland_N	EUROPE_CONTROL	British_Isles	United Kingdom	58.744956	-2.916882	5140	96	797785	PASS	T1	CONTROL
I2979.AG	I2979	Scotland_N	Scotland_N	EUROPE_CONTROL	British_Isles	United Kingdom	58.744956	-2.916882	5104	109	795356	PASS	T1	CONTROL
I2980.AG	I2980	Scotland_N	Scotland_N	EUROPE_CONTROL	British_Isles	United Kingdom	59.3101	-2.940715	5173	83	815272	PASS	T1	CONTROL
I2981.AG	I2981	Scotland_EBA_C	Scotland_EBA_C	EUROPE_CONTROL	British_Isles	United Kingdom	59.281	-2.425	3711	65	800737	PASS	T1	CONTROL
I2982.AG	I2982	Scotland_MIA	Scotland_MIA	EUROPE_CONTROL	British_Isles	United Kingdom	58.96498	-3.2717	2250	60	810160	PASS	T1	CONTROL
I2983.AG	I2983	Scotland_MIA	Scotland_MIA	EUROPE_CONTROL	British_Isles	United Kingdom	58.96498	-3.2717	2257	62	825571	PASS	T1	CONTROL
VK202.AG	VK202	Scotland_Viking	Scotland_Viking	EUROPE_CONTROL	British_Isles	United Kingdom	59.1341	-3.3234	1000	29	810231	PASS	T0	CONTROL
I2988.AG	I2988	Scotland_N	Scotland_N	EUROPE_CONTROL	British_Isles	United Kingdom	55.441389	-5.243611	5398	41	808837	PASS	T1	CONTROL
I3005.AG	I3005	England_N	England_N	EUROPE_CONTROL	British_Isles	United Kingdom	51.324706	-2.753248	5657	45	667614	PASS	T1	CONTROL
I3011.AG	I3011	England_EarlyMedieval_Saxon-o	England_EarlyMedieval_Saxon-o	EUROPE_CONTROL	British_Isles	United Kingdom	53.234533	-0.540804	886	42	383015	QUESTIONABLE	T0	CONTROL
I3014.AG	I3014	England_MIA	England_MIA	EUROPE_CONTROL	British_Isles	United Kingdom	53.079803	-1.640942	2225	56	711742	PASS	T1	CONTROL
I3019.AG	I3019	England_N-oSteppe	England_N-oSteppe	EUROPE_CONTROL	British_Isles	United Kingdom	51.279	-2.743324	5150	462	38116	QUESTIONABLE	T1	CONTROL
I3025.AG	I3025	England_Mesolithic	England_Mesolithic	EUROPE_CONTROL	British_Isles	United Kingdom	50.468169	-3.503071	9257	96	90826	QUESTIONABLE	T2	CONTROL
I3033.AG	I3033	Wales_N	Wales_N	EUROPE_CONTROL	British_Isles	United Kingdom	51.63253	-4.692903	5533	49	103833	PASS	T1	CONTROL
I3035.AG	I3035	England_N-o	England_N-o	EUROPE_CONTROL	British_Isles	United Kingdom	54.138487	-2.374045	5700	144	682673	QUESTIONABLE	T1	CONTROL
I3037.AG	I3037	England_EarlyMedieval_Saxon	England_EarlyMedieval_Saxon	EUROPE_CONTROL	British_Isles	United Kingdom	52.062352	-0.81617	1263	42	631201	QUESTIONABLE	T0	CONTROL
I3039.AG	I3039	England_N	England_N	EUROPE_CONTROL	British_Isles	United Kingdom	50.828981	-0.112825	5525	43	133391	PASS	T1	CONTROL
I3040.AG	I3040	England_N	England_N	EUROPE_CONTROL	British_Isles	United Kingdom	50.828981	-0.112825	5525	43	178737	QUESTIONABLE	T1	CONTROL
I3041.AG	I3041	Scotland_N-olowEEF	Scotland_N-olowEEF	EUROPE_CONTROL	British_Isles	United Kingdom	56.403333	-5.478056	5425	274	674628	PASS	T1	CONTROL
I3044.AG	I3044	England_EarlyMedieval_Saxon	England_EarlyMedieval_Saxon	EUROPE_CONTROL	British_Isles	United Kingdom	53.234533	-0.540804	856	38	750302	PASS	T0	CONTROL
I3045.AG	I3045	England_EarlyMedieval_Saxon	England_EarlyMedieval_Saxon	EUROPE_CONTROL	British_Isles	United Kingdom	53.234533	-0.540804	860	39	40166	QUESTIONABLE	T0	CONTROL
I3056.AG	I3056	England_EarlyMedieval_Saxon	England_EarlyMedieval_Saxon	EUROPE_CONTROL	British_Isles	United Kingdom	54.160599	-2.328012	1225	36	414348	QUESTIONABLE	T0	CONTROL
I3065.AG	I3065	Scotland_Mesolithic	Scotland_Mesolithic	EUROPE_CONTROL	British_Isles	United Kingdom	56.011625	-6.240016	6290	47	16018	CRITICAL	T2	CONTROL
I3068.AG	I3068	England_N	England_N	EUROPE_CONTROL	British_Isles	United Kingdom	53.079803	-1.640942	5533	42	600508	PASS	T1	CONTROL
I3083.AG	I3083	England_MIA	England_MIA	EUROPE_CONTROL	British_Isles	United Kingdom	51.466215	-0.212202	2233	54	201977	QUESTIONABLE	T1	CONTROL
I3085.AG	I3085	Scotland_N	Scotland_N	EUROPE_CONTROL	British_Isles	United Kingdom	58.744956	-2.916882	5149	91	739862	PASS	T1	CONTROL
I3130.AG	I3130	Scotland_LBA	Scotland_LBA	EUROPE_CONTROL	British_Isles	United Kingdom	57.7193	-3.3829	2844	44	823804	PASS	T1	CONTROL
I3132.AG	I3132	Scotland_N	Scotland_N	EUROPE_CONTROL	British_Isles	United Kingdom	57.7193	-3.3829	3927	54	771255	PASS	T1	CONTROL
I3133.AG	I3133	Scotland_N	Scotland_N	EUROPE_CONTROL	British_Isles	United Kingdom	56.403333	-5.478056	5446	83	796868	PASS	T1	CONTROL
I3134.AG	I3134	Scotland_N	Scotland_N	EUROPE_CONTROL	British_Isles	United Kingdom	56.403333	-5.478056	5461	83	803606	PASS	T1	CONTROL
I3135.AG	I3135	Scotland_N-olowEEF	Scotland_N-olowEEF	EUROPE_CONTROL	British_Isles	United Kingdom	56.403333	-5.478056	5397	52	788783	PASS	T1	CONTROL
I3136.AG	I3136	Scotland_N	Scotland_N	EUROPE_CONTROL	British_Isles	United Kingdom	56.403333	-5.478056	5350	231	804775	PASS	T1	CONTROL
I3139.AG	I3139	Scotland_RaschoilleCave_N-olowEEF	Scotland_RaschoilleCave_N-olowEEF	EUROPE_CONTROL	British_Isles	United Kingdom	56.403333	-5.478056	5350	231	826071	MERGE_PASS	T1	CONTROL
I3139_alt.AG	I3139	Scotland_RaschoilleCave_N-olowEEF	Scotland_RaschoilleCave_N-olowEEF	EUROPE_CONTROL	British_Isles	United Kingdom	56.403333	-5.478056	5350	231	804510	MERGE_QUESTIONABLE	T1	CONTROL
I3255.AG	I3255	England_BellBeaker	England_BellBeaker	EUROPE_CONTROL	British_Isles	United Kingdom	52.170279	0.105604	3994	59	871925	PASS	T1	CONTROL
I3256.AG	I3256	England_BellBeaker	England_BellBeaker	EUROPE_CONTROL	British_Isles	United Kingdom	52.170279	0.105604	4063	58	837635	PASS	T1	CONTROL
I3269.AG	I3269	Spain_C_IA_c	Spain_C_IA_c	IBERIA	Iberia	Spain	42.63	-2.7	4850	58	669411	PASS	T1	TARGET
I3270.AG	I3270	Spain_C_IA_c	Spain_C_IA_c	IBERIA	Iberia	Spain	42.63	-2.7	4850	58	285152	PASS	T1	TARGET
I3271.AG	I3271	Spain_C_IA_c	Spain_C_IA_c	IBERIA	Iberia	Spain	42.63	-2.7	4850	58	328805	PASS	T1	TARGET
I3272.AG	I3272	Spain_C	Spain_C	IBERIA	Iberia	Spain	42.567556	-2.55352	4959	82	184288	PASS	T1	TARGET
I3273.AG	I3273	Spain_MLN	Spain_MLN	IBERIA	Iberia	Spain	42.567556	-2.55352	5403	56	134422	PASS	T1	TARGET
I3277.AG	I3277	Spain_C	Spain_C	IBERIA	Iberia	Spain	42.569508	-2.566083	4950	87	71340	PASS	T1	TARGET
I3303.AG	I3303	Turkey_Ancient-2	Turkey_Ancient-2	OUTGROUP	Anatolia	Turkey	37.044768	27.436551	2217	63	404380	PASS	T1	OUTGROUP
I3308.AG	I3308	Turkey_Ancient-3	Turkey_Ancient-3	OUTGROUP	Anatolia	Turkey	37.044768	27.436551	2126	101	68716	PASS	T1	OUTGROUP
I3309.AG	I3309	Turkey_Ancient-1	Turkey_Ancient-1	OUTGROUP	Anatolia	Turkey	37.044768	27.436551	2126	101	31643	PASS	T1	OUTGROUP
I3311.AG	I3311	Turkey_Ancient-1	Turkey_Ancient-1	OUTGROUP	Anatolia	Turkey	37.044768	27.436551	2126	101	747946	PASS	T1	OUTGROUP
I3313.AG	I3313	Croatia_EIA	Croatia_EIA	EUROPE_CONTROL	Balkans	Croatia	43.705878	16.520021	2722	39	808804	PASS	T1	CONTROL
I3322.AG	I3322	Spain_IA	Spain_IA	IBERIA	Iberia	Spain	40.5067	0.4314	2500	29	631666	PASS	T1	TARGET
I3324.AG	I3324	Spain_IA-o	Spain_IA-o	IBERIA	Iberia	Spain	42.006615	3.078667	2223	58	250585	PASS	T1	TARGET
I3342.AG	I3342	India_Roopkund-A	India_Roopkund-A	OUTGROUP	South_Asia	India	30.2472046	79.7373962	1099	46	408401	PASS	T0	OUTGROUP
I3343.AG	I3343	India_Roopkund-A	India_Roopkund-A	OUTGROUP	South_Asia	India	30.2472046	79.7373962	1109	39	209983	PASS	T0	OUTGROUP
I3344.AG	I3344	India_Roopkund-A	India_Roopkund-A	OUTGROUP	South_Asia	India	30.2472046	79.7373962	1107	38	114908	PASS	T0	OUTGROUP
I3345.AG	I3345	India_Roopkund-B	India_Roopkund-B	OUTGROUP	South_Asia	India	30.2472046	79.7373962	124	76	706746	PASS	T0	OUTGROUP
I3346.AG	I3346	India_Roopkund-A	India_Roopkund-A	OUTGROUP	South_Asia	India	30.2472046	79.7373962	1129	44	275070	PASS	T0	OUTGROUP
I3348.AG	I3348	India_Roopkund-B	India_Roopkund-B	OUTGROUP	South_Asia	India	30.2472046	79.7373962	126	75	364916	PASS	T0	OUTGROUP
I3349.AG	I3349	India_Roopkund-A	India_Roopkund-A	OUTGROUP	South_Asia	India	30.2472046	79.7373962	1101	47	141007	PASS	T0	OUTGROUP
I3350.AG	I3350	India_Roopkund-B	India_Roopkund-B	OUTGROUP	South_Asia	India	30.2472046	79.7373962	131	81	616209	PASS	T0	OUTGROUP
I3351.AG	I3351	India_Roopkund-A	India_Roopkund-A	OUTGROUP	South_Asia	India	30.2472046	79.7373962	1118	35	51100	PASS	T0	OUTGROUP
I3352.AG	I3352	India_Roopkund-A	India_Roopkund-A	OUTGROUP	South_Asia	India	30.2472046	79.7373962	1166	53	592840	PASS	T0	OUTGROUP
I3354.AG	I3354	Russia_PrimorskyKrai_MN_Boisman	Russia_PrimorskyKrai_MN_Boisman	EUROPE_CONTROL	Eastern_Europe	Russia	42.7894444	131.276111	7237	50	350935	PASS	T2	CONTROL
